"site","year","season","box","ring","sex"
"PTH",2019,"spring",8,"ARD6508","F"
"PTH",2019,"spring",8,"ARD6599","M"
"PTH",2020,"spring",1,"ARD6482","F"
"PTH",2020,"spring",1,"AXH7305","M"
"PTH",2020,"spring",2,"AXH7402","F"
"PTH",2020,"spring",2,"AXH7403","M"
"PTH",2020,"spring",3,"ARD6508","F"
"PTH",2020,"spring",3,"ARD6171","M"
"PTH",2020,"spring",4,"AXH9365","F"
"PTH",2020,"spring",4,"AXH9366","M"
"PTH",2020,"spring",5,"AXH9096","F"
"PTH",2020,"spring",7,"ARD6598","F"
"PTH",2020,"spring",7,"AHD7249","M"
"PTH",2020,"spring",8,"AXH7427","F"
"PTH",2020,"spring",8,"AXH8078","M"
"PTH",2021,"spring",1,"AXH9096","F"
"PTH",2021,"spring",1,"_APR7098","M"
"PTH",2021,"spring",3,"AXH7764","F"
"PTH",2021,"spring",3,"ARD6171","M"
"PTH",2021,"spring",4,"AXH7402","F"
"PTH",2021,"spring",4,"AXH7150","M"
"PTH",2021,"spring",5,"_APR7116","F"
"PTH",2021,"spring",5,"AXH7149","M"
"PTH",2021,"spring",6,"AXH9365","F"
"PTH",2021,"spring",6,"_APR7219","M"
"PTH",2021,"spring",7,"_APR7220","F"
"PTH",2021,"spring",7,"ARD7514","M"
"RSY",2015,"spring",1,"Z632449","F"
"RSY",2015,"spring",1,"Z632450","M"
"RSY",2015,"spring",2,"Z632645","F"
"RSY",2015,"spring",2,"Z632644","M"
"RSY",2015,"spring",6,"Z632371","F"
"RSY",2015,"spring",6,"Z632373","M"
"RSY",2016,"spring",1,"Z632449","F"
"RSY",2016,"spring",1,"Z632958","M"
"RSY",2016,"spring",3,"Z632970","F"
"RSY",2016,"spring",3,"Z632969","M"
"RSY",2016,"spring",4,"Z632960","F"
"RSY",2016,"spring",4,"Z632961","M"
"RSY",2016,"spring",5,"Z632848","F"
"RSY",2016,"spring",5,"Z632849","M"
"RSY",2016,"spring",6,"Z632959","F"
"RSY",2016,"spring",6,"Z632373","M"
"RSY",2017,"spring",1,"S922747","F"
"RSY",2017,"spring",1,"S922746","M"
"RSY",2017,"spring",2,"S922815","F"
"RSY",2017,"spring",2,"S922365","M"
"RSY",2017,"spring",3,"S922817","F"
"RSY",2017,"spring",3,"S922816","M"
"RSY",2017,"spring",5,"S922818","F"
"RSY",2017,"spring",5,"S922819","M"
"RSY",2017,"spring",8,"S921202","F"
"RSY",2017,"spring",8,"S921201","M"
"RSY",2018,"spring",1,"S922747","F"
"RSY",2018,"spring",1,"S922746","M"
"RSY",2018,"spring",4,"Z632960","F"
"RSY",2018,"spring",4,"AHD7522","M"
"RSY",2018,"spring",5,"S921937","F"
"RSY",2018,"spring",5,"S921938","M"
"RSY",2018,"spring",6,"AHD7598","F"
"RSY",2018,"spring",6,"AHD7599","M"
"RSY",2018,"spring",8,"S921926","M"
"RSY",2019,"spring",2,"ARD6484","F"
"RSY",2019,"spring",2,"ARD6485","M"
"RSY",2019,"spring",3,"ARD6620","F"
"RSY",2019,"spring",4,"ARD6769","F"
"RSY",2019,"spring",4,"ARD6770","M"
"RSY",2019,"spring",7,"ARD7079","F"
"RSY",2019,"spring",8,"ARD6619","F"
"RSY",2019,"spring",8,"S921926","M"
"RSY",2020,"spring",2,"AXH9174","F"
"RSY",2020,"spring",2,"AXH9173","M"
"RSY",2020,"spring",3,"AXH7409","F"
"RSY",2020,"spring",3,"AXH7408","M"
"RSY",2020,"spring",5,"S921937","F"
"RSY",2020,"spring",5,"AXH9375","M"
"RSY",2020,"spring",6,"AXH9175","F"
"RSY",2020,"spring",6,"AHD7599","M"
"RSY",2020,"spring",8,"ARD6619","F"
"RSY",2020,"spring",8,"S921926","M"
"RSY",2021,"spring",1,"AXH9175","F"
"RSY",2021,"spring",1,"AHD7599","M"
"RSY",2021,"spring",3,"AXH7409","F"
"RSY",2021,"spring",3,"AXH7408","M"
"RSY",2021,"spring",4,"AXH7779","F"
"RSY",2021,"spring",4,"ARD6485","M"
"RSY",2021,"spring",5,"AXH7818","F"
"RSY",2021,"spring",5,"AXH9375","M"
"RSY",2021,"spring",6,"_APR7172","F"
"RSY",2021,"spring",6,"_APR7173","M"
"RSY",2021,"spring",7,"AXH7819","F"
"RSY",2021,"spring",7,"AXH7820","M"
"RSY",2021,"spring",8,"AXH7821","F"
"RSY",2021,"spring",8,"AXH7822","M"
"RTH",2015,"spring",2,"Z632343","F"
"RTH",2015,"spring",2,"Z632344","M"
"RTH",2015,"spring",3,"Z632936","M"
"RTH",2016,"spring",1,"Z632980","F"
"RTH",2016,"spring",1,"Z632979","M"
"RTH",2016,"spring",5,"Z632996","F"
"RTH",2016,"spring",5,"Z632872","M"
"RTH",2016,"spring",6,"Z632899","M"
"RTH",2017,"spring",1,"S922589","F"
"RTH",2017,"spring",1,"Z632979","M"
"RTH",2017,"spring",6,"Z632872","M"
"RTH",2019,"spring",3,"ARD7744","F"
"RTH",2019,"spring",3,"ARD7743","M"
"RTH",2019,"spring",4,"ARD7380","F"
"RTH",2019,"spring",6,"ARD7381","F"
"RTH",2020,"spring",1,"AXH7600","F"
"RTH",2020,"spring",1,"AXH7598","M"
"RTH",2020,"spring",1,"AXH7599","M"
"RTH",2020,"spring",4,"AXH8239","F"
"RTH",2020,"spring",4,"AXH8238","M"
"RTH",2020,"spring",6,"ARD7381","F"
"RTH",2020,"spring",6,"AHD7763","M"
"RTH",2021,"spring",4,"AXH9830","F"
"RTH",2021,"spring",4,"AXH8238","M"
"RTH",2021,"spring",5,"AXH8239","F"
"RTH",2021,"spring",5,"AXH8584","M"
"RTH",2021,"spring",6,"AXH8656","F"
"RTH",2021,"spring",6,"AXH8657","M"
"SER",2015,"spring",1,"Z081748","F"
"SER",2015,"spring",1,"Z081747","M"
"SER",2015,"spring",2,"Z632561","F"
"SER",2015,"spring",3,"Z081799","F"
"SER",2015,"spring",3,"Z081798","M"
"SER",2015,"spring",4,"Z632620","F"
"SER",2015,"spring",4,"Z632619","M"
"SER",2015,"spring",5,"Z632621","F"
"SER",2015,"spring",5,"Z632622","M"
"SER",2015,"spring",6,"Z632480","F"
"SER",2015,"spring",6,"Z632479","M"
"SER",2016,"spring",1,"Z632385","F"
"SER",2016,"spring",1,"Z081747","M"
"SER",2016,"spring",2,"Z632389","F"
"SER",2016,"spring",2,"Z632382","M"
"SER",2016,"spring",3,"Z081799","F"
"SER",2016,"spring",4,"Z632387","F"
"SER",2016,"spring",4,"Z632388","M"
"SER",2016,"spring",5,"Z081735","F"
"SER",2016,"spring",5,"Z632622","M"
"SER",2016,"spring",6,"Z632397","M"
"SER",2017,"spring",1,"S228507","M"
"SER",2017,"spring",2,"S922343","F"
"SER",2017,"spring",2,"S922344","M"
"SER",2017,"spring",3,"Z081799","F"
"SER",2017,"spring",3,"S922345","M"
"SER",2017,"spring",4,"S228092","F"
"SER",2017,"spring",5,"Z081735","F"
"SER",2017,"spring",5,"Z632622","M"
"SER",2017,"spring",6,"S922215","F"
"SER",2017,"spring",6,"Z632397","M"
"SER",2017,"spring",7,"S229180","F"
"SER",2017,"spring",7,"S228508","M"
"SER",2017,"spring",8,"S229265","F"
"SER",2017,"spring",8,"S228508","M"
"SER",2018,"spring",1,"S228507","M"
"SER",2018,"spring",2,"S921784","F"
"SER",2018,"spring",2,"S922344","M"
"SER",2018,"spring",3,"Z632387","F"
"SER",2018,"spring",3,"S922345","M"
"SER",2018,"spring",4,"AHD7993","F"
"SER",2018,"spring",4,"S921946","M"
"SER",2018,"spring",5,"S228092","F"
"SER",2018,"spring",5,"Z632622","M"
"SER",2018,"spring",6,"S922215","F"
"SER",2018,"spring",6,"Z632397","M"
"SER",2018,"spring",7,"S921493","F"
"SER",2018,"spring",7,"S921685","M"
"SER",2018,"spring",8,"S921109","F"
"SER",2018,"spring",8,"S228508","M"
"SER",2019,"spring",1,"ARD6015","F"
"SER",2019,"spring",1,"S228507","M"
"SER",2019,"spring",2,"ARD6570","F"
"SER",2019,"spring",3,"ARD7681","F"
"SER",2019,"spring",2,"S922344","M"
"SER",2019,"spring",3,"ARD7679","M"
"SER",2019,"spring",3,"ARD7680","M"
"SER",2019,"spring",5,"S228092","F"
"SER",2019,"spring",5,"Z632622","M"
"SER",2019,"spring",6,"AHD7860","F"
"SER",2019,"spring",6,"Z632397","M"
"SER",2019,"spring",7,"S921493","F"
"SER",2019,"spring",7,"ARD6786","M"
"SER",2019,"spring",8,"ARD6783","F"
"SER",2019,"spring",8,"S921779","M"
"SER",2020,"spring",1,"AXH9087","F"
"SER",2020,"spring",1,"AXH9086","M"
"SER",2020,"spring",2,"ARD7538","F"
"SER",2020,"spring",2,"ARD7539","M"
"SER",2020,"spring",4,"AXH9233","F"
"SER",2020,"spring",4,"ARD7680","M"
"SER",2020,"spring",5,"AHD7860","F"
"SER",2020,"spring",6,"ARD7480","F"
"SER",2020,"spring",6,"AXH7154","M"
"SER",2020,"spring",7,"AXH7394","F"
"SER",2020,"spring",7,"AXH7395","M"
"SER",2020,"spring",8,"AXH9084","F"
"SER",2020,"spring",8,"AXH9085","M"
"SER",2021,"spring",1,"AXH9087","F"
"SER",2021,"spring",1,"AXH9086","M"
"SER",2021,"spring",2,"AXH7891","F"
"SER",2021,"spring",2,"ARD7539","M"
"SER",2021,"spring",3,"_APR7095","F"
"SER",2021,"spring",3,"AXH7153","M"
"SER",2021,"spring",4,"ARD6783","F"
"SER",2021,"spring",4,"_APR7221","M"
"SER",2021,"spring",5,"ARD6026","F"
"SER",2021,"spring",6,"AXH7986","F"
"SER",2021,"spring",6,"AXH7154","M"
"SER",2021,"spring",7,"_APR7094","F"
"SER",2021,"spring",7,"AXH7395","M"
"SER",2021,"spring",8,"_APR7093","F"
"SER",2021,"spring",8,"S921779","M"
"SLS",2015,"spring",1,"Z632935","F"
"SLS",2015,"spring",4,"Z632327","F"
"SLS",2015,"spring",4,"Z632768","M"
"SLS",2016,"spring",3,"Z632870","F"
"SLS",2016,"spring",6,"S228985","M"
"SLS",2017,"spring",1,"S921600","F"
"SLS",2017,"spring",1,"S921601","M"
"SLS",2017,"spring",2,"Z632870","F"
"SLS",2017,"spring",2,"S921384","M"
"SLS",2017,"spring",6,"S921626","F"
"SLS",2017,"spring",6,"S921625","M"
"SLS",2018,"spring",2,"S921600","F"
"SLS",2018,"spring",3,"S921626","F"
"SLS",2018,"spring",3,"AHD7745","M"
"SLS",2018,"spring",5,"AHD7744","F"
"SLS",2018,"spring",5,"S921384","M"
"SLS",2018,"spring",6,"AHD7803","F"
"SLS",2018,"spring",6,"AHD7802","M"
"SLS",2019,"spring",5,"S921626","F"
"SLS",2019,"spring",6,"ARD7799","F"
"SLS",2019,"spring",7,"S921600","F"
"SLS",2020,"spring",1,"AXH8225","F"
"SLS",2020,"spring",1,"AXH7126","M"
"SLS",2020,"spring",4,"S921626","F"
"SLS",2020,"spring",6,"AXH7568","F"
"SLS",2020,"spring",6,"AXH7567","M"
"SLS",2020,"spring",8,"AXH8226","F"
"SLS",2020,"spring",8,"S921900","M"
"SLS",2021,"spring",1,"AXH7989","F"
"SLS",2021,"spring",3,"AXH8674","F"
"SLS",2021,"spring",3,"AXH9915","M"
"SLS",2021,"spring",5,"AXH8308","M"
"SPD",2015,"spring",4,"Z632946","F"
"SPD",2016,"spring",1,"Z632871","F"
"SPD",2016,"spring",3,"Z632858","F"
"SPD",2016,"spring",3,"Z632857","M"
"SPD",2017,"spring",1,"S921541","F"
"SPD",2017,"spring",1,"S921542","M"
"SPD",2017,"spring",7,"S921330","M"
"SPD",2017,"spring",8,"S922528","F"
"SPD",2017,"spring",8,"S922676","M"
"SPD",2018,"spring",1,"AHD7096","F"
"SPD",2018,"spring",1,"AHD7097","M"
"SPD",2018,"spring",2,"AHD7312","F"
"SPD",2018,"spring",2,"S922676","M"
"SPD",2018,"spring",3,"Z632946","F"
"SPD",2018,"spring",4,"AHD7823","F"
"SPD",2018,"spring",4,"AHD7822","M"
"SPD",2018,"spring",6,"AHD7343","F"
"SPD",2018,"spring",6,"AHD7343","F"
"SPD",2018,"spring",7,"AHD7687","F"
"SPD",2018,"spring",7,"AHD7687","F"
"SPD",2018,"spring",7,"AHD7687","F"
"SPD",2018,"spring",7,"AHD7097","M"
"SPD",2018,"spring",8,"S921541","F"
"SPD",2018,"spring",8,"AHD7095","M"
"SPD",2019,"spring",1,"ARD7322","F"
"SPD",2019,"spring",1,"AHD7095","M"
"SPD",2019,"spring",4,"ARD6661","F"
"SPD",2019,"spring",4,"AHD7822","M"
"SPD",2019,"spring",6,"ARD7239","F"
"SPD",2019,"spring",6,"ARD7238","M"
"SPD",2019,"spring",8,"ARD7240","F"
"SPD",2019,"spring",8,"ARD7241","M"
"STY",2014,"spring",1,"Z081096","F"
"STY",2014,"spring",1,"Z081095","M"
"STY",2014,"spring",5,"Z081156","F"
"STY",2014,"spring",5,"Z081155","M"
"STY",2014,"spring",6,"Z081657","M"
"STY",2015,"spring",1,"Z081221","M"
"STY",2015,"spring",3,"Z632434","F"
"STY",2015,"spring",3,"Z632433","M"
"STY",2015,"spring",4,"Z632368","F"
"STY",2015,"spring",6,"Z632466","F"
"STY",2015,"spring",6,"Z081657","M"
"STY",2016,"spring",1,"Z632964","F"
"STY",2016,"spring",2,"Z632392","F"
"STY",2016,"spring",2,"Z632433","M"
"STY",2016,"spring",4,"Z632434","F"
"STY",2016,"spring",4,"Z632846","M"
"STY",2016,"spring",5,"Z632394","F"
"STY",2016,"spring",5,"Z632393","M"
"STY",2016,"spring",6,"Z632368","F"
"STY",2017,"spring",1,"S922402","F"
"STY",2017,"spring",1,"Z632433","M"
"STY",2017,"spring",3,"S922887","F"
"STY",2017,"spring",3,"S228350","M"
"STY",2017,"spring",4,"S922885","F"
"STY",2017,"spring",4,"Z632846","M"
"STY",2017,"spring",5,"S922834","F"
"STY",2017,"spring",5,"S228351","M"
"STY",2017,"spring",7,"Z632368","F"
"STY",2017,"spring",7,"Z632393","M"
"STY",2017,"spring",8,"S922886","F"
"STY",2017,"spring",8,"S228625","M"
"STY",2018,"spring",1,"S922402","F"
"STY",2018,"spring",3,"S922887","F"
"STY",2018,"spring",3,"S228350","M"
"STY",2018,"spring",4,"AHD7995","F"
"STY",2018,"spring",5,"Z632368","F"
"STY",2018,"spring",5,"S922342","M"
"STY",2018,"spring",6,"AHD7056","F"
"STY",2018,"spring",6,"AHD7056","F"
"STY",2018,"spring",6,"S228351","M"
"STY",2018,"spring",7,"AHD7444","F"
"STY",2018,"spring",7,"AHD7445","M"
"STY",2019,"spring",1,"ARD6787","F"
"STY",2019,"spring",1,"S921808","M"
"STY",2019,"spring",2,"S922887","F"
"STY",2019,"spring",2,"S922342","M"
"STY",2019,"spring",4,"AHD7868","F"
"STY",2019,"spring",4,"S922342","M"
"STY",2019,"spring",5,"Z632368","F"
"STY",2019,"spring",6,"AHD7056","F"
"STY",2019,"spring",6,"S228351","M"
"STY",2020,"spring",1,"AHD7868","F"
"STY",2020,"spring",1,"S922342","M"
"STY",2020,"spring",3,"ARD7577","F"
"STY",2020,"spring",3,"ARD6989","M"
"STY",2020,"spring",4,"AXH9177","F"
"STY",2020,"spring",5,"AXH9176","F"
"STY",2020,"spring",5,"AXH7147","M"
"STY",2020,"spring",6,"ARD7547","F"
"STY",2021,"spring",1,"AHD7868","F"
"STY",2021,"spring",1,"S922342","M"
"STY",2021,"spring",2,"AXH7976","F"
"STY",2021,"spring",2,"ARD6178","M"
"STY",2021,"spring",3,"ARD7577","F"
"STY",2021,"spring",3,"ARD6989","M"
"STY",2021,"spring",5,"AXH9176","F"
"STY",2021,"spring",5,"AXH7147","M"
"STY",2021,"spring",7,"AHD7056","F"
"STY",2021,"spring",7,"ARD6920","M"
"TAI",2014,"spring",3,"Z081849","F"
"TAI",2014,"spring",3,"Z081848","M"
"TAI",2014,"spring",4,"Z081199","F"
"TAI",2014,"spring",4,"Z081200","M"
"TAI",2014,"spring",5,"Z081353","F"
"TAI",2014,"spring",5,"Z081352","M"
"TAI",2015,"spring",4,"Z081199","F"
"TAI",2016,"spring",1,"Z632845","M"
"TAI",2016,"spring",2,"S228329","M"
"TAI",2016,"spring",3,"S228330","F"
"TAI",2016,"spring",3,"Z081848","M"
"TAI",2016,"spring",4,"Z632883","M"
"TAI",2016,"spring",5,"Z081353","F"
"TAI",2016,"spring",5,"Z081352","M"
"TAI",2017,"spring",1,"S922569","F"
"TAI",2017,"spring",1,"Z632845","M"
"TAI",2017,"spring",2,"S228330","F"
"TAI",2017,"spring",2,"S922076","M"
"TAI",2017,"spring",3,"S922571","F"
"TAI",2017,"spring",3,"Z081848","M"
"TAI",2017,"spring",5,"S921618","F"
"TAI",2017,"spring",5,"Z632883","M"
"TAI",2017,"spring",4,"S922602","F"
"TAI",2017,"spring",6,"S922570","F"
"TAI",2017,"spring",4,"S922601","M"
"TAI",2018,"spring",1,"S922569","F"
"TAI",2018,"spring",1,"Z632845","M"
"TAI",2018,"spring",2,"AHD7016","F"
"TAI",2018,"spring",2,"S922076","M"
"TAI",2018,"spring",3,"S922571","F"
"TAI",2018,"spring",3,"Z081848","M"
"TAI",2018,"spring",4,"S922602","F"
"TAI",2018,"spring",4,"S922601","M"
"TAI",2018,"spring",6,"S922570","F"
"TAI",2018,"spring",6,"S922601","M"
"TAI",2019,"spring",1,"S922569","F"
"TAI",2019,"spring",3,"ARD7113","M"
"TAI",2019,"spring",4,"ARD6299","F"
"TAI",2019,"spring",4,"AHD7789","M"
"TAI",2019,"spring",5,"S921618","F"
"TAI",2019,"spring",5,"AHD7788","M"
"TAI",2019,"spring",6,"S922570","F"
"TAI",2019,"spring",6,"AHD7787","M"
"TAI",2020,"spring",2,"AXH8001","F"
"TAI",2020,"spring",2,"ARD6253","M"
"TAI",2020,"spring",3,"AXH7493","F"
"TAI",2020,"spring",3,"AHD7790","M"
"TAI",2020,"spring",5,"S921618","F"
"TAI",2020,"spring",5,"AXH7114","M"
"TAI",2021,"spring",1,"S921658","F"
"TAI",2021,"spring",1,"ARD6700","M"
"TAI",2021,"spring",2,"AXH7754","F"
"TAI",2021,"spring",2,"ARD6253","M"
"TAI",2021,"spring",4,"_APR7277","F"
"TAI",2021,"spring",4,"_APR7278","M"
"TAI",2021,"spring",5,"_APR7286","F"
"TAI",2021,"spring",5,"AXH7114","M"
"TOM",2017,"spring",1,"S921581","F"
"TOM",2017,"spring",1,"S921580","M"
"TOM",2017,"spring",6,"S921622","F"
"TOM",2017,"spring",6,"S921623","M"
"TOM",2018,"spring",1,"S921581","F"
"TOM",2018,"spring",1,"AHD7321","M"
"TOM",2018,"spring",8,"AHD7301","F"
"TOM",2018,"spring",8,"S921623","M"
"TOM",2019,"spring",1,"S921581","F"
"TOM",2019,"spring",1,"ARD7365","M"
"TOM",2020,"spring",1,"AXH8144","F"
"TOM",2020,"spring",1,"ARD7365","M"
"TOM",2020,"spring",8,"AXH8145","F"
"TOM",2020,"spring",8,"AXH9507","M"
"TOM",2021,"spring",8,"S921897","F"
"TOM",2021,"spring",8,"AXH8534","M"
"ALN",2019,"winter",1,"S921653","u"
"ALN",2019,"winter",2,"AHD7791","u"
"ALN",2019,"winter",4,"S921329","u"
"ALN",2019,"winter",7,"AHD7792","u"
"ALN",2019,"winter",8,"S228402","u"
"ALN",2020,"winter",1,"S921653","u"
"ALN",2020,"winter",2,"AXH7116","u"
"ALN",2020,"winter",5,"ARD7974","u"
"ALN",2020,"winter",6,"ARD7732","u"
"ALN",2020,"winter",8,"S228402","u"
"ART",2019,"winter",2,"AHD7800","u"
"ART",2019,"winter",3,"S922127","u"
"ART",2019,"winter",5,"S922568","u"
"ART",2020,"winter",1,"ARD7694","u"
"ART",2020,"winter",2,"ARD7695","u"
"ART",2020,"winter",3,"ARD7696","u"
"ART",2020,"winter",4,"ARD7697","u"
"ART",2020,"winter",5,"ARD6300","u"
"ART",2020,"winter",6,"AXH7121","u"
"ART",2020,"winter",7,"AXH7122","u"
"ART",2020,"winter",8,"AXH7123","u"
"AVI",2019,"winter",1,"AHD7764","u"
"AVI",2019,"winter",2,"AHD7765","u"
"AVI",2019,"winter",3,"S921488","u"
"AVI",2019,"winter",4,"AHD7766","u"
"AVI",2019,"winter",5,"AHD7767","u"
"AVI",2019,"winter",6,"AHD7320","u"
"AVI",2019,"winter",8,"S922550","u"
"AVI",2020,"winter",1,"AXH7132","u"
"AVI",2020,"winter",3,"S921488","u"
"AVI",2020,"winter",4,"ARD7088","u"
"AVI",2020,"winter",5,"AHD7320","u"
"AVI",2020,"winter",6,"ARD7391","u"
"AVI",2020,"winter",7,"S922550","u"
"AVI",2020,"winter",8,"AXH7131","u"
"AVN",2019,"winter",1,"AHD7768","u"
"AVN",2019,"winter",2,"S922956","u"
"AVN",2019,"winter",5,"AHD7769","u"
"AVN",2019,"winter",6,"Z632894","u"
"AVN",2019,"winter",7,"AHD7350","u"
"AVN",2019,"winter",8,"Z632902","u"
"AVN",2020,"winter",1,"AHD7768","u"
"AVN",2020,"winter",2,"ARD7254","u"
"AVN",2020,"winter",3,"ARD7087","u"
"AVN",2020,"winter",4,"AXH7128","u"
"AVN",2020,"winter",5,"AXH7130","u"
"AVN",2020,"winter",6,"AXH7129","u"
"AVN",2020,"winter",7,"AHD7350","u"
"AVN",2020,"winter",8,"AHD7404","u"
"BAD",2019,"winter",1,"AHD7999","u"
"BAD",2019,"winter",2,"S922884","u"
"BAD",2019,"winter",3,"S922848","u"
"BAD",2019,"winter",4,"AHD7577","u"
"BAD",2019,"winter",5,"Z081130","u"
"BAD",2019,"winter",6,"AHD7296","u"
"BAD",2020,"winter",1,"AXH7208","u"
"BAD",2020,"winter",2,"S922884","u"
"BAD",2020,"winter",3,"S922848","u"
"BAD",2020,"winter",4,"AHD7577","u"
"BAD",2020,"winter",5,"AXH7209","u"
"BAD",2020,"winter",6,"Z081130","u"
"BIR",2019,"winter",1,"AHD7921","u"
"BIR",2019,"winter",2,"AHD7891","u"
"BIR",2019,"winter",3,"AHD7890","u"
"BIR",2019,"winter",4,"AHD7892","u"
"BIR",2019,"winter",8,"AHD7893","u"
"BIR",2020,"winter",1,"AHD7890","u"
"BIR",2020,"winter",2,"AHD7921","u"
"BIR",2020,"winter",3,"ARD6952","u"
"BIR",2020,"winter",4,"ARD7512","u"
"BIR",2020,"winter",6,"ARD7513","u"
"BIR",2020,"winter",8,"AXH7146","u"
"BLA",2019,"winter",1,"Z632802","u"
"BLA",2019,"winter",2,"S921216","u"
"BLA",2019,"winter",3,"Z632801","u"
"BLA",2019,"winter",4,"Z632973","u"
"BLA",2019,"winter",7,"Z632577","u"
"BLA",2019,"winter",8,"AHD7877","u"
"BLA",2020,"winter",1,"AXH7137","u"
"BLA",2020,"winter",2,"S921216","u"
"BLA",2020,"winter",5,"ARD7100","u"
"BLA",2020,"winter",6,"ARD7099","u"
"BLA",2020,"winter",7,"Z632577","u"
"BLA",2020,"winter",8,"AXH7136","u"
"BLG",2019,"winter",1,"AHD7885","u"
"BLG",2019,"winter",2,"S922228","u"
"BLG",2019,"winter",4,"AHD7884","u"
"BLG",2019,"winter",5,"S922825","u"
"BLG",2019,"winter",6,"S922824","u"
"BLG",2019,"winter",7,"AHD7886","u"
"BLG",2020,"winter",1,"ARD7510","u"
"BLG",2020,"winter",2,"ARD6133","u"
"BLG",2020,"winter",3,"AHD7885","u"
"BLG",2020,"winter",4,"AHD7884","u"
"BLG",2020,"winter",5,"AXH7143","u"
"BLG",2020,"winter",6,"AXH7142","u"
"BLG",2020,"winter",7,"ARD7509","u"
"BLG",2020,"winter",8,"ARD7508","u"
"CAL",2019,"winter",1,"Z632465","u"
"CAL",2019,"winter",2,"S921757","u"
"CAL",2019,"winter",3,"AHD7253","u"
"CAL",2019,"winter",4,"AHD7869","u"
"CAL",2019,"winter",5,"AHD7871","u"
"CAL",2019,"winter",6,"S921489","u"
"CAL",2019,"winter",7,"AHD7870","u"
"CAL",2019,"winter",8,"S921194","u"
"CAL",2020,"winter",1,"ARD7097","u"
"CAL",2020,"winter",2,"AXH7135","u"
"CAL",2020,"winter",3,"AHD7253","u"
"CAL",2020,"winter",4,"ARD7823","u"
"CAL",2020,"winter",5,"S921489","u"
"CAL",2020,"winter",6,"AHD7870","u"
"CAL",2020,"winter",7,"ARD7098","u"
"CAL",2020,"winter",8,"S921194","u"
"CAR",2019,"winter",2,"AHD7770","u"
"CAR",2019,"winter",4,"AHD7771","u"
"CAR",2019,"winter",5,"AHD7772","u"
"CAR",2019,"winter",6,"AHD7773","u"
"CAR",2020,"winter",5,"AHD7772","u"
"CAR",2020,"winter",6,"AHD7771","u"
"CRU",2019,"winter",4,"AHD7897","u"
"CRU",2019,"winter",5,"S921314","u"
"CRU",2019,"winter",6,"AHD7896","u"
"CRU",2019,"winter",7,"AHD7898","u"
"CRU",2020,"winter",5,"S921314","u"
"CRU",2020,"winter",7,"AHD7899","u"
"DAV",2019,"winter",1,"AHD7776","u"
"DAV",2019,"winter",6,"AHD7775","u"
"DAV",2019,"winter",8,"AHD7777","u"
"DAV",2020,"winter",1,"ARD7733","u"
"DAV",2020,"winter",4,"AXH7125","u"
"DAV",2020,"winter",6,"AXH7124","u"
"DAV",2020,"winter",7,"S921318","u"
"DAV",2020,"winter",8,"ARD7698","u"
"DEL",2019,"winter",1,"Z081282","u"
"DEL",2019,"winter",3,"S922054","u"
"DEL",2019,"winter",4,"AHD7030","u"
"DEL",2019,"winter",5,"S922587","u"
"DEL",2019,"winter",6,"S921293","u"
"DEL",2019,"winter",7,"AHD7187","u"
"DEL",2020,"winter",1,"Z081282","u"
"DEL",2020,"winter",2,"ARD7323","u"
"DEL",2020,"winter",3,"ARD7085","u"
"DEL",2020,"winter",4,"AHD7030","u"
"DEL",2020,"winter",5,"S922587","u"
"DEL",2020,"winter",6,"AXH7115","u"
"DEL",2020,"winter",8,"AXH7200","u"
"DLW",2019,"winter",1,"AHD7894","u"
"DLW",2019,"winter",4,"AHD7895","u"
"DLW",2020,"winter",5,"ARD7094","u"
"DNM",2019,"winter",1,"AHD7872","u"
"DNM",2019,"winter",2,"AHD7873","u"
"DNM",2019,"winter",3,"AHD7874","u"
"DNM",2019,"winter",5,"S921229","u"
"DNM",2019,"winter",6,"S921829","u"
"DNM",2019,"winter",7,"AHD7875","u"
"DNM",2019,"winter",8,"AHD7876","u"
"DNM",2020,"winter",2,"S921228","u"
"DNM",2020,"winter",3,"S921829","u"
"DNM",2020,"winter",6,"ARD7096","u"
"DNM",2020,"winter",7,"ARD7095","u"
"DNM",2020,"winter",8,"AHD7962","u"
"DOR",2019,"winter",1,"AHD7785","u"
"DOR",2019,"winter",2,"AHD7786","u"
"DOR",2020,"winter",1,"ARD6699","u"
"DOR",2020,"winter",2,"AHD7311","u"
"DOR",2020,"winter",5,"AXH7112","u"
"DOR",2020,"winter",6,"AXH7111","u"
"DOW",2019,"winter",1,"S922416","u"
"DOW",2019,"winter",2,"AHD7755","u"
"DOW",2019,"winter",3,"AHD7575","u"
"DOW",2019,"winter",4,"AHD7855","u"
"DOW",2019,"winter",5,"AHD7857","u"
"DOW",2019,"winter",6,"AHD7858","u"
"DOW",2019,"winter",7,"AHD7856","u"
"DOW",2020,"winter",2,"AHD7857","u"
"DOW",2020,"winter",3,"AXH7210","u"
"DOW",2020,"winter",4,"AXH7211","u"
"DOW",2020,"winter",7,"AXH7213","u"
"DOW",2020,"winter",8,"AXH7212","u"
"DUN",2019,"winter",3,"AHD7887","u"
"DUN",2019,"winter",4,"AHD7889","u"
"DUN",2019,"winter",5,"AHD7888","u"
"DUN",2020,"winter",2,"ARD7649","u"
"DUN",2020,"winter",3,"AHD7887","u"
"DUN",2020,"winter",4,"AXH7145","u"
