"site","year","season","box","ring","sex"
"DUN",2020,"winter",5,"AXH7144","u"
"DUN",2020,"winter",8,"ARD7511","u"
"EDI",2019,"winter",1,"S922414","u"
"EDI",2019,"winter",2,"S922455","u"
"EDI",2019,"winter",3,"S922355","u"
"EDI",2019,"winter",4,"S229241","u"
"EDI",2019,"winter",5,"AHD7989","u"
"EDI",2019,"winter",7,"AHD7988","u"
"EDI",2020,"winter",4,"S229241","u"
"EDI",2020,"winter",5,"AHD7989","u"
"EDI",2020,"winter",6,"AXH7201","u"
"EDI",2020,"winter",7,"AXH7202","u"
"EDI",2020,"winter",8,"AXH7203","u"
"FOF",2019,"winter",1,"S229053","u"
"FOF",2019,"winter",2,"AHD7853","u"
"FOF",2019,"winter",4,"Z632386","u"
"FOF",2019,"winter",5,"S229086","u"
"FOF",2019,"winter",6,"AHD7527","u"
"FOF",2019,"winter",7,"AHD7854","u"
"FOF",2019,"winter",8,"S229075","u"
"FOF",2020,"winter",1,"AHD7853","u"
"FOF",2020,"winter",2,"ARD6602","u"
"FOF",2020,"winter",3,"ARD6605","u"
"FOF",2020,"winter",4,"AXH7207","u"
"FOF",2020,"winter",5,"S229086","u"
"FOF",2020,"winter",6,"AHD7527","u"
"FOF",2020,"winter",7,"S229136","u"
"FOF",2020,"winter",8,"ARD6610","u"
"FOU",2019,"winter",1,"AHD7794","u"
"FOU",2019,"winter",2,"S921799","u"
"FOU",2019,"winter",4,"AHD7793","u"
"FOU",2019,"winter",6,"S922516","u"
"FOU",2019,"winter",7,"AHD7795","u"
"FOU",2019,"winter",8,"AHD7796","u"
"FOU",2020,"winter",1,"AXH7119","u"
"FOU",2020,"winter",3,"ARD7691","u"
"FOU",2020,"winter",4,"AXH7117","u"
"FOU",2020,"winter",6,"AXH7118","u"
"FOU",2020,"winter",7,"ARD7690","u"
"FOU",2020,"winter",8,"ARD7689","u"
"FSH",2019,"winter",1,"Z632900","u"
"FSH",2019,"winter",4,"AHD7165","u"
"FSH",2019,"winter",5,"AHD7759","u"
"FSH",2019,"winter",6,"S921578","u"
"FSH",2020,"winter",1,"S922957","u"
"FSH",2020,"winter",2,"Z632900","u"
"FSH",2020,"winter",3,"AXH7134","u"
"FSH",2020,"winter",4,"AHD7759","u"
"FSH",2020,"winter",7,"ARD7793","u"
"FSH",2020,"winter",8,"ARD7091","u"
"GLF",2019,"winter",1,"S228366","u"
"GLF",2019,"winter",2,"S921491","u"
"GLF",2019,"winter",4,"S921948","u"
"GLF",2019,"winter",6,"Z632478","u"
"GLF",2019,"winter",7,"AHD7578","u"
"GLF",2019,"winter",8,"AHD7859","u"
"GLF",2020,"winter",1,"S921491","u"
"GLF",2020,"winter",2,"S228366","u"
"GLF",2020,"winter",3,"AXH7155","u"
"GLF",2020,"winter",5,"AXH7217","u"
"GLF",2020,"winter",6,"Z632478","u"
"GLF",2020,"winter",7,"ARD7517","u"
"GLF",2020,"winter",8,"AHD7859","u"
"HWP",2019,"winter",1,"AHD7103","u"
"HWP",2019,"winter",2,"AHD7757","u"
"HWP",2019,"winter",3,"AHD7758","u"
"HWP",2020,"winter",6,"ARD7092","u"
"INS",2019,"winter",6,"AHD7825","u"
"INS",2020,"winter",4,"ARD7093","u"
"KCK",2019,"winter",2,"AHD7878","u"
"KCK",2019,"winter",3,"AHD7879","u"
"KCK",2019,"winter",6,"AHD7827","u"
"KCK",2019,"winter",8,"AHD7880","u"
"KCK",2020,"winter",2,"ARD7047","u"
"KCK",2020,"winter",3,"AXH7138","u"
"KCK",2020,"winter",4,"AHD7827","u"
"KCK",2020,"winter",6,"AXH7139","u"
"KCK",2020,"winter",8,"AXH7140","u"
"KCZ",2019,"winter",2,"AHD7881","u"
"KCZ",2020,"winter",1,"ARD7503","u"
"KCZ",2020,"winter",2,"ARD7504","u"
"KCZ",2020,"winter",3,"ARD7505","u"
"KCZ",2020,"winter",4,"ARD7506","u"
"KCZ",2020,"winter",7,"ARD7502","u"
"KCZ",2020,"winter",8,"ARD7501","u"
"LVN",2019,"winter",1,"S248978","u"
"LVN",2019,"winter",2,"Z632398","u"
"LVN",2019,"winter",3,"AHD8000","u"
"LVN",2019,"winter",5,"Z164020","u"
"LVN",2019,"winter",6,"Z163897","u"
"LVN",2019,"winter",7,"S922748","u"
"LVN",2019,"winter",8,"AHD7754","u"
"LVN",2020,"winter",1,"Z632398","u"
"LVN",2020,"winter",2,"AXH7214","u"
"LVN",2020,"winter",3,"ARD7026","u"
"LVN",2020,"winter",4,"Z164020","u"
"LVN",2020,"winter",5,"AXH7215","u"
"LVN",2020,"winter",6,"S922748","u"
"LVN",2020,"winter",7,"Z163897","u"
"LVN",2020,"winter",8,"AXH7216","u"
"MCH",2019,"winter",2,"AHD7864","u"
"MCH",2019,"winter",3,"Z632390","u"
"MCH",2019,"winter",4,"AHD7863","u"
"MCH",2019,"winter",5,"AHD7601","u"
"MCH",2019,"winter",6,"AHD7862","u"
"MCH",2020,"winter",1,"Z632390","u"
"MCH",2020,"winter",2,"ARD7515","u"
"MCH",2020,"winter",3,"ARD6420","u"
"MCH",2020,"winter",4,"ARD6483","u"
"MCH",2020,"winter",5,"AXH7151","u"
"MCH",2020,"winter",6,"AHD7601","u"
"MUN",2019,"winter",1,"Z081171","u"
"MUN",2019,"winter",2,"AHD7135","u"
"MUN",2019,"winter",3,"AHD7797","u"
"MUN",2019,"winter",6,"AHD7798","u"
"MUN",2019,"winter",7,"AHD7799","u"
"MUN",2019,"winter",8,"S921362","u"
"MUN",2020,"winter",1,"AXH7120","u"
"MUN",2020,"winter",4,"AHD7798","u"
"MUN",2020,"winter",5,"Z632860","u"
"MUN",2020,"winter",6,"ARD7693","u"
"MUN",2020,"winter",7,"ARD7692","u"
"NEW",2019,"winter",2,"AHD7899","u"
"NEW",2019,"winter",4,"AHD7900","u"
"NEW",2019,"winter",5,"S921378","u"
"NEW",2019,"winter",6,"AHD7756","u"
"NEW",2019,"winter",8,"S921610","u"
"NEW",2020,"winter",5,"ARD6615","u"
"NEW",2020,"winter",6,"AHD7766","u"
"OSP",2019,"winter",1,"AHD7778","u"
"OSP",2019,"winter",2,"AHD7779","u"
"OSP",2019,"winter",3,"AHD7780","u"
"OSP",2019,"winter",4,"AHD7781","u"
"OSP",2019,"winter",5,"AHD7782","u"
"OSP",2019,"winter",6,"AHD7783","u"
"OSP",2019,"winter",7,"AHD7784","u"
"OSP",2020,"winter",1,"AXH7109","u"
"OSP",2020,"winter",2,"AHD7779","u"
"OSP",2020,"winter",3,"AXH7110","u"
"OSP",2020,"winter",4,"ARD7399","u"
"OSP",2020,"winter",7,"ARD7379","u"
"OSP",2020,"winter",8,"ARD7378","u"
"PIT",2019,"winter",1,"AHD7831","u"
"PIT",2019,"winter",2,"AHD7882","u"
"PIT",2019,"winter",3,"AHD7883","u"
"PIT",2019,"winter",6,"AHD7833","u"
"PIT",2019,"winter",8,"S922243","u"
"PIT",2020,"winter",1,"AHD7831","u"
"PIT",2020,"winter",3,"ARD7507","u"
"PIT",2020,"winter",4,"ARD7802","u"
"PIT",2020,"winter",6,"AXH7141","u"
"PIT",2020,"winter",7,"AHD7833","u"
"PIT",2020,"winter",8,"ARD6618","u"
"PTH",2019,"winter",2,"AHD7866","u"
"PTH",2019,"winter",3,"AHD7867","u"
"PTH",2019,"winter",7,"AHD7865","u"
"PTH",2019,"winter",8,"S229268","u"
"PTH",2020,"winter",1,"AXH7150","u"
"PTH",2020,"winter",2,"ARD6171","u"
"PTH",2020,"winter",3,"ARD7514","u"
"PTH",2020,"winter",5,"AXH7149","u"
"PTH",2020,"winter",7,"AHD7249","u"
"PTH",2020,"winter",8,"ARD6598","u"
"RSY",2020,"winter",1,"AXH7204","u"
"RSY",2020,"winter",2,"ARD6484","u"
"RSY",2020,"winter",3,"AHD7987","u"
"RSY",2020,"winter",5,"AXH7205","u"
"RSY",2020,"winter",6,"AXH7206","u"
"RSY",2020,"winter",8,"S921926","u"
"RSY",2019,"winter",1,"S922747","u"
"RSY",2019,"winter",4,"AHD7987","u"
"RSY",2019,"winter",5,"AHD7986","u"
"RSY",2019,"winter",6,"AHD7998","u"
"RSY",2019,"winter",8,"S921926","u"
"RTH",2019,"winter",1,"AHD7760","u"
"RTH",2019,"winter",2,"AHD7761","u"
"RTH",2019,"winter",5,"AHD7762","u"
"RTH",2019,"winter",6,"AHD7763","u"
"RTH",2020,"winter",1,"ARD7089","u"
"RTH",2020,"winter",3,"ARD7090","u"
"RTH",2020,"winter",4,"AXH7133","u"
"RTH",2020,"winter",6,"AHD7763","u"
"SER",2019,"winter",2,"S922344","u"
"SER",2019,"winter",3,"S921715","u"
"SER",2019,"winter",4,"AHD7861","u"
"SER",2019,"winter",6,"AHD7860","u"
"SER",2019,"winter",7,"S228508","u"
"SER",2020,"winter",1,"ARD7516","u"
"SER",2020,"winter",2,"AXH7153","u"
"SER",2020,"winter",4,"AXH7154","u"
"SER",2020,"winter",6,"Z632397","u"
"SER",2020,"winter",7,"S921779","u"
"SER",2020,"winter",8,"AXH7152","u"
"SLS",2019,"winter",2,"S921899","u"
"SLS",2019,"winter",5,"S921626","u"
"SLS",2019,"winter",7,"AHD7802","u"
"SLS",2019,"winter",8,"AHD7811","u"
"SLS",2020,"winter",1,"AXH7127","u"
"SLS",2020,"winter",5,"S921626","u"
"SLS",2020,"winter",6,"ARD7086","u"
"SLS",2020,"winter",8,"AXH7126","u"
"STY",2019,"winter",2,"AHD7868","u"
"STY",2019,"winter",5,"S922340","u"
"STY",2019,"winter",6,"S922342","u"
"STY",2019,"winter",8,"AHD7056","u"
"STY",2020,"winter",3,"AHD7868","u"
"STY",2020,"winter",4,"ARD6989","u"
"STY",2020,"winter",5,"AXH7148","u"
"STY",2020,"winter",6,"AXH7147","u"
"STY",2020,"winter",7,"S228351","u"
"STY",2020,"winter",8,"AHD7056","u"
"TAI",2019,"winter",1,"AHD7790","u"
"TAI",2019,"winter",2,"AHD7789","u"
"TAI",2019,"winter",3,"Z081848","u"
"TAI",2019,"winter",4,"S922602","u"
"TAI",2019,"winter",5,"AHD7788","u"
"TAI",2019,"winter",6,"AHD7787","u"
"TAI",2020,"winter",1,"ARD6700","u"
"TAI",2020,"winter",2,"ARD7400","u"
"TAI",2020,"winter",3,"ARD7083","u"
"TAI",2020,"winter",4,"AHD7789","u"
"TAI",2020,"winter",5,"AXH7114","u"
"TAI",2020,"winter",6,"AXH7113","u"
"TOM",2019,"winter",4,"AHD7774","u"
"LVN",2022,"spring",8,"AXH7214","M"
"LVN",2022,"spring",8,"AXH7709","F"
"MCH",2022,"spring",1,"_APR7096","M"
"SER",2022,"spring",7,"_APR7094","F"
"SER",2022,"spring",7,"_APR7108","M"
"SER",2022,"spring",3,"AXH8873","F"
"SER",2022,"spring",3,"AXH8874","M"
"SER",2022,"spring",4,"AXH8875","M"
"SER",2022,"spring",4,"AXH8876","F"
"EDI",2022,"spring",3,"AXH8897","M"
"EDI",2022,"spring",3,"AXH8898","F"
"RSY",2022,"spring",8,"AXH7822","M"
"RSY",2022,"spring",8,"AXH7818","F"
"PTH",2022,"spring",4,"AXH7402","F"
"PTH",2022,"spring",4,"AXH7995","M"
"PTH",2022,"spring",1,"_APR7098","M"
"GLF",2022,"spring",7,"AXH9941","F"
"GLF",2022,"spring",7,"AXH9942","M"
"PIT",2022,"spring",8,"_APR7335","F"
"SER",2022,"spring",5,"_APR7343","M"
"SER",2022,"spring",5,"ARD6026","F"
"BAD",2022,"spring",6,"_APR7356","F"
"EDI",2022,"spring",1,"S921907","F"
"EDI",2022,"spring",1,"_APR7357","M"
"FOF",2022,"spring",3,"AXH7854","M"
"FOF",2022,"spring",3,"ARD7524","F"
"MCH",2022,"spring",1,"ARD6420","F"
"MCH",2022,"spring",6,"AXH7219","M"
"MCH",2022,"spring",6,"AXH9981","F"
"DNC",2022,"spring",5,"_APR7388","F"
"CAL",2022,"spring",7,"_APR7389","M"
"CAL",2022,"spring",7,"_APR7390","F"
"PIT",2022,"spring",6,"_APR7613","M"
"PIT",2022,"spring",6,"AXH9789","F"
"SER",2022,"spring",8,"AXH9084","F"
"SER",2022,"spring",1,"AXH9087","F"
"SER",2022,"spring",1,"AXH9086","M"
"EDI",2022,"spring",5,"AXH7843","F"
"EDI",2022,"spring",5,"AXH9982","M"
"DOW",2022,"spring",1,"_APR7305","F"
"DOW",2022,"spring",1,"AXH9996","M"
"RSY",2022,"spring",1,"AXH9175","F"
"FOF",2022,"spring",2,"_APR7531","M"
"FOF",2022,"spring",2,"_APR7532","F"
"FOF",2022,"spring",7,"ARD6610","M"
"FOF",2022,"spring",7,"AXH9186","F"
"LVN",2022,"spring",3,"_APR7533","M"
"LVN",2022,"spring",3,"_APR7534","F"
"LVN",2022,"spring",6,"S922748","M"
"PTH",2022,"spring",2,"_APR7652","M"
"PTH",2022,"spring",2,"_APR7653","F"
"BLG",2022,"spring",7,"AXH9063","F"
"BLG",2022,"spring",7,"_APR7654","M"
"BLG",2022,"spring",3,"_APR7655","M"
"BLG",2022,"spring",5,"AXH9605","F"
"CAL",2022,"spring",1,"AHD7253","M"
"PIT",2022,"spring",8,"AXH9394","M"
"DUN",2022,"spring",6,"_APR7665","F"
"DUN",2022,"spring",6,"_APR7666","M"
"STY",2022,"spring",1,"ARD6178","M"
"STY",2022,"spring",1,"AXH7976","F"
"STY",2022,"spring",8,"AHD7056","F"
"SER",2022,"spring",8,"_APR7108","M"
"EDI",2022,"spring",6,"_APR7544","M"
"EDI",2022,"spring",6,"_APR7545","F"
"EDI",2022,"spring",7,"AXH8100","M"
"EDI",2022,"spring",7,"AXH7807","F"
"EDI",2022,"spring",8,"AXH7808","F"
"EDI",2022,"spring",8,"_APR7546","M"
"RSY",2022,"spring",5,"AXH7819","F"
"BAD",2022,"spring",5,"_APR7547","F"
"BAD",2022,"spring",5,"AXH7983","M"
"BAD",2022,"spring",6,"AXH7973","M"
"DOW",2022,"spring",6,"_APR7548","F"
"DOW",2022,"spring",6,"_APR7549","M"
"DOW",2022,"spring",8,"AXH7708","F"
"DOW",2022,"spring",8,"AHD7068","M"
"LVN",2022,"spring",6,"_APR7557","F"
"STY",2022,"spring",8,"ARD6920","M"
"BLG",2022,"spring",3,"_APR7566","F"
"BLG",2022,"spring",6,"AXH7143","M"
"BLG",2022,"spring",6,"AXH9108","F"
"SER",2022,"spring",2,"AXH7891","F"
"SER",2022,"spring",2,"ARD7539","M"
"STY",2022,"spring",3,"_APR7215","M"
"STY",2022,"spring",3,"_APR7674","F"
"BIR",2022,"spring",2,"AXH7951","M"
"BLG",2022,"spring",2,"_APR7675","F"
"BLG",2022,"spring",2,"_APR7676","M"
"BLA",2022,"spring",1,"S921215","F"
"CAL",2022,"spring",1,"AXH7471","F"
"DNM",2022,"spring",2,"_APR7677","F"
"DNM",2022,"spring",2,"AXH9907","M"
"KCZ",2022,"spring",3,"_APR7694","M"
"KCZ",2022,"spring",3,"_APR7695","F"
"PIT",2022,"spring",5,"ARD7845","M"
"PIT",2022,"spring",5,"_APR7589","F"
"STY",2022,"spring",4,"AXH7147","M"
"STY",2022,"spring",4,"ARD7577","F"
"PTH",2022,"spring",5,"AXH7149","M"
"PTH",2022,"spring",5,"_APR7116","F"
"GLF",2022,"spring",5,"ARD6433","F"
"EDI",2022,"spring",4,"_APR7709","F"
"EDI",2022,"spring",4,"_APR7710","M"
"PIT",2022,"spring",3,"_APR7696","M"
"PIT",2022,"spring",3,"AXH8631","F"
"PIT",2022,"spring",4,"AXH7456","M"
"PIT",2022,"spring",4,"AXH7455","F"
"STY",2022,"spring",2,"_APR7697","F"
"GLF",2022,"spring",3,"_APR7314","F"
"BAD",2022,"spring",1,"_APR7699","F"
"BAD",2022,"spring",1,"AXH7208","M"
"EDI",2022,"spring",2,"_APR8707","F"
"EDI",2022,"spring",2,"AXH7841","M"
"LVN",2022,"spring",2,"_APR7711","M"
"LVN",2022,"spring",2,"_APR7712","F"
"BIR",2022,"spring",6,"_APR7713","F"
"BLG",2022,"spring",1,"AHD7299","F"
"BLG",2022,"spring",1,"S921846","M"
"BLG",2022,"spring",5,"AXH9013","M"
"DNM",2022,"spring",6,"_APR7721","M"
"DNM",2022,"spring",6,"AXH8547","F"
"DNS",2022,"spring",1,"_APR7722","F"
"DNS",2022,"spring",1,"AXH8649","M"
"RSY",2022,"spring",3,"_APR7464","M"
"RSY",2022,"spring",3,"AXH7409","F"
"BIR",2022,"spring",2,"AXH7960","F"
"KCK",2022,"spring",5,"AXH8912","F"
"KCK",2022,"spring",5,"_APR7723","M"
"PIT",2022,"spring",2,"_APR7724","F"
"PIT",2022,"spring",2,"_APR7725","M"
"STY",2022,"spring",2,"_APR7698","M"
"GLF",2022,"spring",8,"_APR7727","M"
"GLF",2022,"spring",6,"AXH9505","F"
"GLF",2022,"spring",6,"AXH7797","M"
"DOW",2022,"spring",5,"AHD7856","M"
"DOW",2022,"spring",5,"AXH8069","F"
"PIT",2022,"spring",1,"_APR7487","F"
"PIT",2022,"spring",1,"AXH9355","M"
"DOW",2022,"spring",7,"ARD6744","M"
"LVN",2022,"spring",5,"_APR8714","F"
"MCH",2022,"spring",5,"AXH7151","M"
"MCH",2022,"spring",5,"_APR8715","F"
"BIR",2022,"spring",7,"_APR8716","F"
"BIR",2022,"spring",7,"_APR8717","M"
"BIR",2022,"spring",6,"ARD7513","M"
"DNM",2022,"spring",5,"_APR8726","F"
"DNM",2022,"spring",5,"S921228","M"
"DNC",2022,"spring",9,"_APR8727","F"
"DNC",2022,"spring",9,"AXH8936","M"
"KCK",2022,"spring",1,"_APR8728","M"
"DUN",2022,"spring",3,"_APR8729","M"
"DUN",2022,"spring",3,"ARD7649","F"
"GLF",2022,"spring",5,"_APR8730","M"
"KCZ",2022,"spring",8,"_APR7728","M"
"KCZ",2022,"spring",8,"AXH8216","F"
"KCK",2022,"spring",8,"_APR7729","F"
"DOW",2022,"spring",4,"AHD7069","F"
"BAD",2022,"spring",4,"AXH7800","F"
"BAD",2022,"spring",4,"AXH7799","M"
"BAD",2022,"spring",3,"_APR7730","F"
"BAD",2022,"spring",3,"_APR7731","M"
"FOF",2022,"spring",5,"ARD6612","M"
"LVN",2022,"spring",7,"_APR7313","F"
"LVN",2022,"spring",7,"_APR7742","M"
"BLA",2022,"spring",2,"_APR8731","F"
"BLA",2022,"spring",2,"_APR8732","M"
"PTH",2022,"spring",6,"_APR7743","M"
"KCK",2022,"spring",1,"_APR8733","F"
"KCK",2022,"spring",8,"AXH9868","M"
"DOW",2022,"spring",7,"AXH8071","F"
"RSY",2022,"spring",2,"_APR7767","F"
"BAD",2022,"spring",2,"_APR8189","M"
"RSY",2022,"spring",7,"_APR8190","M"
"RSY",2022,"spring",7,"_APR8191","F"
"FOF",2022,"spring",1,"_APR8192","F"
"FOF",2022,"spring",6,"AXH7899","F"
"FOF",2022,"spring",6,"_APR7092","M"
"BLA",2022,"spring",5,"S921216","M"
"DNS",2022,"spring",3,"AXH8305","M"
"DNS",2022,"spring",3,"ARD7082","F"
"INS",2022,"spring",3,"AXH9500","M"
"INS",2022,"spring",3,"_APR8193","F"
"CAL",2022,"spring",8,"_APR8194","M"
"CAL",2022,"spring",8,"_APR8195","F"
"SER",2022,"spring",6,"_APR8196","F"
"SER",2022,"spring",6,"_APR8197","M"
"DOW",2022,"spring",4,"S922413","M"
"FOF",2022,"spring",5,"AXH9218","F"
"BLA",2022,"spring",3,"_APR8198","F"
"BLA",2022,"spring",3,"AXH9869","M"
"DNM",2022,"spring",1,"_APR8734","F"
"RSY",2022,"spring",2,"_APR8744","M"
"KCZ",2022,"spring",5,"_APR8436","F"
"KCZ",2022,"spring",5,"AXH8952","M"
"DNC",2022,"spring",2,"_APR8443","F"
"GLF",2022,"spring",1,"S921491","F"
"DNC",2022,"spring",2,"_APR8212","M"
"TAI",2022,"spring",3,"AXH8471","F"
"TAI",2022,"spring",3,"AHD7790","M"
"DEL",2022,"spring",2,"AXH8472","F"
"DEL",2022,"spring",2,"AXH8473","M"
"MUN",2022,"spring",8,"AXH8484","M"
"MUN",2022,"spring",8,"AXH8485","F"
"MUN",2022,"spring",7,"AXH8486","F"
"MUN",2022,"spring",7,"AXH9852","M"
"ART",2022,"spring",8,"AXH8389","F"
"ART",2022,"spring",8,"AXH8390","M"
"ART",2022,"spring",6,"AXH7122","F"
"ART",2022,"spring",6,"AXH9827","M"
"ART",2022,"spring",2,"AXH8391","F"
"ALN",2022,"spring",1,"AXH7116","F"
"ALN",2022,"spring",1,"ARD7974","M"
"HWP",2022,"spring",6,"AXH9616","M"
"HWP",2022,"spring",6,"AXH8194","F"
"ART",2022,"spring",2,"_APR7810","M"
"NEW",2022,"spring",2,"ARD7766","F"
"NEW",2022,"spring",2,"ARD6615","M"
"INS",2022,"spring",7,"_APR7942","M"
"DEL",2022,"spring",4,"_APR7926","M"
"DEL",2022,"spring",4,"_APR7927","F"
"SLS",2022,"spring",7,"_APR7824","F"
"SLS",2022,"spring",7,"_APR7825","M"
"SLS",2022,"spring",1,"AXH8674","F"
"SLS",2022,"spring",1,"_APR7826","M"
"SLS",2022,"spring",5,"_APR7951","F"
"SLS",2022,"spring",5,"_APR7952","M"
"ART",2022,"spring",1,"_APR7810","M"
"ART",2022,"spring",1,"_APR7827","F"
"ART",2022,"spring",4,"AXH9809","M"
"ART",2022,"spring",3,"_APR7953","F"
"FOU",2022,"spring",4,"_APR7828","F"
"FOU",2022,"spring",4,"_APR7242","M"
"FOU",2022,"spring",3,"_APR7829","F"
"FOU",2022,"spring",3,"_APR7830","M"
"TAI",2022,"spring",4,"_APR7278","M"
"TAI",2022,"spring",4,"_APR7277","F"
"DEL",2022,"spring",1,"ARD7323","M"
"MUN",2022,"spring",4,"AXH9828","M"
"MUN",2022,"spring",4,"AXH8616","F"
"RTH",2022,"spring",2,"AXH7600","F"
"RTH",2022,"spring",2,"ARD7090","M"
"FSH",2022,"spring",2,"AXH8588","F"
"FSH",2022,"spring",2,"AXH8589","M"
"OSP",2022,"spring",5,"_APR7837","M"
"OSP",2022,"spring",5,"_APR7838","F"
"MUN",2022,"spring",1,"_APR7848","F"
"ART",2022,"spring",4,"AXH7121","F"
"DLW",2022,"spring",3,"_APR8401","M"
"DLW",2022,"spring",3,"_APR8402","F"
"TAI",2022,"spring",1,"ARD6253","M"
"TAI",2022,"spring",1,"AXH7754","F"
"SPD",2022,"spring",8,"_APR7888","F"
"SPD",2022,"spring",8,"_APR7889","M"
"DEL",2022,"spring",1,"AXH7480","F"
"DEL",2022,"spring",1,"ARD7323","M"
"OSP",2022,"spring",4,"ARD7237","M"
"OSP",2022,"spring",4,"_APR8403","F"
"OSP",2022,"spring",8,"_APR8404","F"
"OSP",2022,"spring",8,"_APR8405","M"
"DEL",2022,"spring",8,"AXH7748","M"
"AVN",2022,"spring",3,"ARD7087","F"
"INS",2022,"spring",7,"_APR8414","F"
"HWP",2022,"spring",3,"_APR8109","M"
"HWP",2022,"spring",3,"AXH9686","F"
"AVN",2022,"spring",3,"AXH9692","M"
"AVN",2022,"spring",4,"_APR8009","F"
"AVN",2022,"spring",4,"_APR8010","M"
"MUN",2022,"spring",2,"_APR8114","M"
"MUN",2022,"spring",2,"AXH8532","F"
"SPD",2022,"spring",2,"_APR8126","M"
"OSP",2022,"spring",7,"ARD7378","M"
"RTH",2022,"spring",5,"AXH8584","M"
"RTH",2022,"spring",5,"_APR8129","F"
"FSH",2022,"spring",5,"AXH8546","M"
"FSH",2022,"spring",5,"AXH9451","F"
"CAR",2022,"spring",3,"ARD7367","M"
"CAR",2022,"spring",3,"AXH9891","F"
"FSH",2022,"spring",4,"_APR8035","M"
"NEW",2022,"spring",4,"ARD7770","F"
"NEW",2022,"spring",4,"S921378","M"
"RTH",2022,"spring",6,"_APR8136","F"
"RTH",2022,"spring",6,"_APR8137","M"
"CAR",2022,"spring",6,"ARD7367","M"
"CAR",2022,"spring",6,"AHD7771","F"
"ALN",2022,"spring",3,"_APR8144","F"
"DOR",2022,"spring",6,"_APR8145","F"
"DOR",2022,"spring",6,"_APR8146","M"
"DEL",2022,"spring",5,"_APR8147","F"
"DEL",2022,"spring",5,"_APR7261","M"
"DOR",2022,"spring",4,"_APR8051","M"
"DOR",2022,"spring",4,"_APR8052","F"
"OSP",2022,"spring",7,"ARD7379","F"
"NEW",2022,"spring",8,"_APR8062","F"
"NEW",2022,"spring",8,"AXH9465","M"
"AVI",2022,"spring",1,"S921731","F"
"AVI",2022,"spring",1,"ARD7088","M"
"SLS",2022,"spring",3,"_APR8163","F"
"SLS",2022,"spring",3,"_APR8166","M"
"TAI",2022,"spring",5,"_APR7286","F"
"TAI",2022,"spring",5,"AXH7114","M"
"AVI",2022,"spring",3,"ARD6696","M"
"AVI",2022,"spring",3,"AXH9595","F"
"OSP",2022,"spring",2,"ARD7992","F"
"SPD",2022,"spring",1,"_APR8167","M"
"SPD",2022,"spring",1,"AHD7312","F"
"AVN",2022,"spring",2,"_APR8171","F"
"AVN",2022,"spring",2,"_APR8172","M"
"RTH",2022,"spring",4,"_APR8173","F"
"FSH",2022,"spring",3,"_APR8174","M"
"FSH",2022,"spring",3,"_APR8175","F"
"FSH",2022,"spring",7,"_APR8074","M"
"AVN",2022,"spring",8,"AHD7404","M"
"FOU",2022,"spring",6,"_APR8187","F"
"AVN",2022,"spring",6,"ARD6669","F"
"AVN",2022,"spring",6,"Z632894","M"
"HWP",2022,"spring",8,"_APR8429","M"
"HWP",2022,"spring",8,"_APR8430","F"
"HWP",2022,"spring",1,"_APR8431","F"
"AVI",2022,"spring",6,"_APR8432","F"
"AVI",2022,"spring",6,"ARD7391","M"
"MUN",2022,"spring",3,"S921362","F"
"AVN",2022,"spring",8,"_APR8433","F"
"FSH",2022,"spring",7,"AXH8598","F"
"AVI",2022,"spring",2,"_APR8434","M"
"SPD",2022,"spring",4,"_APR8435","M"
"CRU",2022,"spring",4,"AXH8304","F"
"CRU",2022,"spring",4,"AXH8303","M"
"AVI",2022,"spring",2,"_APR8805","F"
"AVI",2022,"spring",5,"_APR8811","F"
"AVI",2022,"spring",5,"_APR8812","M"
"CAR",2022,"spring",1,"_APR8813","F"
"INS",2022,"spring",1,"_APR8814","F"
"INS",2022,"spring",1,"_APR8815","M"
"SER",2023,"spring",5,"_APR7343","M"
"BLG",2023,"spring",7,"_APR7654","M"
"BLG",2023,"spring",7,"_APR8353","F"
"FOF",2023,"spring",5,"_APR8511","F"
"FOF",2023,"spring",5,"ARD6612","M"
"PTH",2023,"spring",3,"_APR8607","F"
"SER",2023,"spring",7,"_APR7108","M"
"SER",2023,"spring",7,"_APR7093","F"
"SER",2023,"spring",4,"AXH8876","F"
"SER",2023,"spring",4,"AXH8875","M"
"EDI",2023,"spring",2,"AXH7841","M"
"EDI",2023,"spring",2,"_APR8580","F"
"EDI",2023,"spring",7,"_APR8581","M"
"SER",2023,"spring",3,"AXH8874","M"
"SER",2023,"spring",3,"AXH8873","F"
"EDI",2023,"spring",1,"_APR7357","M"
"EDI",2023,"spring",1,"S921907","F"
"DOW",2023,"spring",7,"_APR8386","F"
"EDI",2023,"spring",5,"AXH9982","M"
"FOF",2023,"spring",6,"_APR8636","F"
"FOF",2023,"spring",6,"_APR7092","M"
"PTH",2023,"spring",1,"_APR8654","F"
"PTH",2023,"spring",1,"_APR7098","M"
"FOF",2023,"spring",3,"ARD7524","F"
"FOF",2023,"spring",3,"AXH7854","M"
"FOF",2023,"spring",7,"AXH9186","F"
"STY",2023,"spring",3,"_APR7215","M"
"STY",2023,"spring",3,"ARD7577","F"
"SER",2023,"spring",6,"AXH7154","M"
"EDI",2023,"spring",3,"AXH8897","M"
"EDI",2023,"spring",3,"_APR8913","F"
"EDI",2023,"spring",5,"_APR8914","F"
