"site","box","year","fledged"
"DLW",4,2014,1
"DLW",4,2014,1
"DLW",4,2014,1
"DLW",4,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DNC",1,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",2,2014,1
"DOR",3,2014,1
"DOR",3,2014,1
"DOR",5,2014,0
"DOR",5,2014,1
"DOR",5,2014,0
"DOR",5,2014,0
"DOR",5,2014,0
"DOR",5,2014,0
"DOR",5,2014,0
"DOR",5,2014,1
"DOR",5,2014,1
"DOR",6,2014,1
"DOR",6,2014,1
"DOR",6,2014,1
"DOR",6,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",1,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,1
"FOF",2,2014,0
"FOF",3,2014,1
"FOF",3,2014,1
"FOF",3,2014,1
"FOF",3,2014,1
"FOF",3,2014,1
"FOF",3,2014,1
"FOF",4,2014,0
"FOF",4,2014,0
"FOF",5,2014,1
"FOF",5,2014,1
"FOF",5,2014,1
"FOF",5,2014,1
"FOF",5,2014,1
"FOF",5,2014,1
"FOF",6,2014,1
"FOF",6,2014,1
"FOF",6,2014,1
"FOF",6,2014,1
"FOF",6,2014,1
"FOU",1,2014,0
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",1,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",2,2014,1
"FOU",3,2014,1
"FOU",3,2014,1
"FOU",3,2014,1
"FOU",3,2014,1
"FOU",3,2014,0
"FOU",3,2014,1
"FOU",3,2014,1
"FOU",3,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FOU",5,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",3,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"FSH",5,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",1,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",2,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",4,2014,1
"GLF",5,2014,0
"GLF",5,2014,1
"GLF",5,2014,1
"GLF",5,2014,1
"GLF",5,2014,1
"GLF",5,2014,1
"GLF",5,2014,0
"GLF",5,2014,0
"GLF",6,2014,1
"GLF",6,2014,1
"GLF",6,2014,1
"GLF",6,2014,1
"GLF",6,2014,1
"GLF",6,2014,1
"GLF",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"INS",6,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",1,2014,1
"KCK",2,2014,1
"KCK",2,2014,1
"KCK",2,2014,1
"KCK",2,2014,1
"KCK",2,2014,1
"KCK",2,2014,1
"KCK",3,2014,1
"KCK",3,2014,1
"KCK",3,2014,1
"KCK",3,2014,1
"KCK",3,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"KCK",6,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",1,2014,1
"LVN",2,2014,1
"LVN",2,2014,0
"LVN",2,2014,1
"LVN",2,2014,1
"LVN",2,2014,1
"LVN",2,2014,1
"LVN",2,2014,1
"LVN",2,2014,0
"LVN",2,2014,1
"LVN",2,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",3,2014,1
"LVN",5,2014,1
"LVN",5,2014,1
"LVN",5,2014,1
"LVN",5,2014,1
"LVN",5,2014,1
"LVN",5,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",3,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",5,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,0
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MCH",6,2014,1
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",1,2014,0
"MUN",2,2014,1
"MUN",2,2014,1
"MUN",2,2014,1
"MUN",2,2014,1
"MUN",2,2014,1
"MUN",2,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",3,2014,1
"MUN",6,2014,0
"MUN",6,2014,1
"MUN",6,2014,1
"NEW",2,2014,1
"NEW",2,2014,0
"NEW",2,2014,1
"NEW",2,2014,1
"NEW",2,2014,1
"NEW",2,2014,1
"NEW",2,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",5,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"NEW",6,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",1,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",3,2014,1
"PTH",4,2014,1
"PTH",4,2014,1
"PTH",4,2014,1
"PTH",4,2014,1
"PTH",4,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"PTH",6,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",1,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",5,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"STY",6,2014,1
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",2,2014,0
"TAI",3,2014,1
"TAI",3,2014,0
"TAI",3,2014,1
"TAI",3,2014,0
"TAI",3,2014,1
"TAI",3,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",4,2014,1
"TAI",5,2014,1
"TAI",5,2014,1
"TAI",5,2014,1
"TAI",5,2014,1
"TAI",5,2014,1
"ALN",3,2015,1
"ALN",3,2015,1
"ALN",3,2015,1
"ALN",3,2015,0
"ALN",3,2015,1
"ALN",3,2015,1
"ALN",4,2015,1
"ALN",4,2015,1
"ALN",4,2015,1
"ALN",4,2015,0
"ALN",4,2015,1
"ALN",4,2015,1
"ALN",4,2015,0
"ALN",5,2015,0
"ALN",5,2015,1
"ALN",5,2015,1
"ALN",5,2015,1
"ALN",5,2015,1
"ALN",5,2015,1
"ALN",5,2015,1
"AVI",2,2015,1
"AVI",2,2015,1
"AVI",2,2015,1
"AVI",2,2015,1
"AVI",2,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",3,2015,1
"AVI",5,2015,1
"AVI",5,2015,1
"AVI",5,2015,1
"AVI",5,2015,1
"AVI",5,2015,1
"AVI",5,2015,1
"AVI",6,2015,1
"AVI",6,2015,1
"AVI",6,2015,1
"AVI",6,2015,1
"AVI",6,2015,1
"AVI",6,2015,1
"AVN",1,2015,1
"AVN",1,2015,1
"AVN",1,2015,1
"AVN",1,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",2,2015,1
"AVN",3,2015,0
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",3,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",4,2015,1
"AVN",5,2015,1
"AVN",5,2015,1
"AVN",5,2015,1
"AVN",5,2015,1
"AVN",5,2015,1
"AVN",6,2015,1
"AVN",6,2015,1
"AVN",6,2015,1
"AVN",6,2015,1
"AVN",6,2015,1
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",1,2015,0
"BAD",2,2015,1
"BAD",2,2015,1
"BAD",2,2015,1
"BAD",2,2015,1
"BAD",2,2015,1
"BAD",3,2015,1
"BAD",3,2015,0
"BAD",3,2015,0
"BAD",3,2015,1
"BAD",3,2015,1
"BAD",4,2015,1
"BAD",4,2015,1
"BAD",4,2015,1
"BAD",4,2015,1
"BAD",4,2015,1
"BAD",4,2015,1
"BAD",5,2015,1
"BAD",5,2015,0
"BAD",5,2015,1
"BAD",5,2015,1
"BAD",5,2015,1
"BAD",5,2015,1
"BIR",1,2015,1
"BIR",1,2015,1
"BIR",1,2015,1
"BIR",1,2015,1
"BIR",1,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",2,2015,1
"BIR",3,2015,1
"BIR",3,2015,1
"BIR",3,2015,1
"BIR",3,2015,0
"BIR",3,2015,1
"BIR",3,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",4,2015,0
"BIR",5,2015,1
"BIR",5,2015,0
"BIR",5,2015,0
"BIR",5,2015,0
"BIR",5,2015,1
"BIR",6,2015,0
"BIR",6,2015,0
"BIR",6,2015,1
"BIR",6,2015,1
"BIR",6,2015,1
"BIR",6,2015,1
"BIR",6,2015,1
"BIR",6,2015,0
"BLA",1,2015,1
"BLA",1,2015,1
"BLA",1,2015,1
"BLA",1,2015,1
"BLA",1,2015,1
"BLA",2,2015,0
"BLA",2,2015,1
"BLA",2,2015,0
"BLA",2,2015,1
"BLA",2,2015,1
"BLA",2,2015,1
"BLA",2,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",4,2015,1
"BLA",5,2015,0
"BLA",5,2015,1
"BLA",5,2015,1
"BLA",5,2015,1
"BLA",5,2015,0
"BLA",5,2015,1
"BLA",5,2015,0
"BLA",6,2015,1
"BLA",6,2015,1
"BLA",6,2015,1
"BLA",6,2015,1
"BLA",6,2015,1
"BLA",6,2015,1
"BLG",1,2015,1
"BLG",1,2015,0
"BLG",1,2015,0
"BLG",1,2015,0
"BLG",1,2015,0
"BLG",1,2015,0
"BLG",1,2015,0
"BLG",2,2015,1
"BLG",2,2015,1
"BLG",2,2015,1
"BLG",2,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",3,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",4,2015,1
"BLG",5,2015,1
"BLG",5,2015,1
"BLG",5,2015,1
"BLG",5,2015,1
"BLG",6,2015,1
"BLG",6,2015,1
"BLG",6,2015,1
"BLG",6,2015,1
"BLG",6,2015,1
"CAL",1,2015,0
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,0
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,1
"CAL",1,2015,0
"CAL",1,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAL",4,2015,1
"CAR",1,2015,1
"CAR",1,2015,1
"CAR",1,2015,0
"CAR",1,2015,0
"CAR",2,2015,0
"CAR",2,2015,0
"CAR",2,2015,0
"CAR",2,2015,1
"CAR",2,2015,0
"CAR",4,2015,1
"CAR",4,2015,1
"CAR",4,2015,1
"CAR",4,2015,1
"CAR",4,2015,1
"CAR",6,2015,1
"CAR",6,2015,0
"CAR",6,2015,1
"CAR",6,2015,1
"CAR",6,2015,0
"CAR",6,2015,0
"CRU",2,2015,1
"CRU",2,2015,1
"CRU",2,2015,1
"CRU",2,2015,1
"CRU",2,2015,1
"CRU",3,2015,0
"CRU",6,2015,0
"CRU",6,2015,1
"CRU",6,2015,1
"CRU",6,2015,1
"CRU",6,2015,1
"DAV",1,2015,0
"DAV",1,2015,1
"DAV",1,2015,1
"DAV",1,2015,0
"DAV",1,2015,1
"DAV",1,2015,1
"DAV",1,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,0
"DAV",3,2015,1
"DAV",4,2015,0
"DAV",4,2015,0
"DAV",4,2015,0
"DAV",4,2015,0
"DAV",4,2015,0
"DAV",4,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DAV",5,2015,0
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",1,2015,1
"DEL",2,2015,0
"DEL",2,2015,0
"DEL",2,2015,0
"DEL",2,2015,0
"DEL",2,2015,0
"DEL",3,2015,1
"DEL",3,2015,1
"DEL",3,2015,1
"DEL",3,2015,1
"DEL",3,2015,1
"DEL",4,2015,1
"DEL",4,2015,1
"DEL",4,2015,1
"DEL",4,2015,1
"DEL",5,2015,1
"DEL",5,2015,1
"DEL",5,2015,1
"DEL",5,2015,1
"DEL",5,2015,1
"DEL",5,2015,1
"DEL",6,2015,1
"DEL",6,2015,1
"DLW",1,2015,1
"DLW",1,2015,1
"DLW",1,2015,1
"DLW",1,2015,1
"DLW",1,2015,1
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DLW",6,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",1,2015,0
"DNC",5,2015,1
"DNC",5,2015,1
"DNC",5,2015,1
"DNC",5,2015,1
"DNC",5,2015,1
"DNC",5,2015,1
"DNM",4,2015,1
"DNM",4,2015,0
"DNM",4,2015,1
"DNM",4,2015,1
"DNM",4,2015,1
"DNM",4,2015,1
"DNM",4,2015,1
"DNS",1,2015,0
"DNS",1,2015,0
"DNS",1,2015,1
"DNS",1,2015,0
"DNS",1,2015,1
"DNS",1,2015,0
"DNS",1,2015,1
"DOR",1,2015,0
"DOR",1,2015,1
"DOR",1,2015,0
"DOR",1,2015,0
"DOR",1,2015,1
"DOR",1,2015,0
"DOR",1,2015,0
"DOR",3,2015,1
"DOR",3,2015,0
"DOR",3,2015,1
"DOR",4,2015,0
"DOR",4,2015,0
"DOR",4,2015,0
"DOR",4,2015,0
"DOR",4,2015,0
"DOR",4,2015,0
"DOR",4,2015,0
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",4,2015,1
"DUN",6,2015,0
"DUN",6,2015,0
"DUN",6,2015,0
"DUN",6,2015,0
"DUN",6,2015,0
"DUN",6,2015,0
"DUN",6,2015,0
"EDI",2,2015,1
"EDI",2,2015,1
"EDI",2,2015,1
"EDI",2,2015,1
"EDI",2,2015,1
"EDI",2,2015,0
"EDI",2,2015,0
"EDI",2,2015,1
"EDI",2,2015,1
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",3,2015,0
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",4,2015,1
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",5,2015,0
"EDI",6,2015,1
"EDI",6,2015,1
"EDI",6,2015,1
"EDI",6,2015,1
"EDI",6,2015,0
"EDI",6,2015,1
"EDI",6,2015,1
"FOF",1,2015,0
"FOF",1,2015,1
"FOF",1,2015,1
"FOF",1,2015,0
"FOF",1,2015,0
"FOF",1,2015,0
"FOF",1,2015,0
"FOF",1,2015,0
"FOF",1,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",2,2015,1
"FOF",3,2015,1
"FOF",3,2015,1
"FOF",3,2015,1
"FOF",3,2015,1
"FOF",3,2015,1
"FOF",3,2015,1
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",4,2015,0
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",5,2015,1
"FOF",6,2015,0
"FOF",6,2015,1
"FOF",6,2015,1
"FOF",6,2015,1
"FOF",6,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",3,2015,1
"FOU",4,2015,1
"FOU",4,2015,1
"FOU",4,2015,0
"FOU",4,2015,1
"FOU",4,2015,0
"FOU",4,2015,1
"FOU",4,2015,1
"FOU",6,2015,1
"FOU",6,2015,1
"FOU",6,2015,1
"FOU",6,2015,1
