"site","box","year","fledged"
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,1
"GLF",1,2017,0
"GLF",1,2017,1
"GLF",3,2017,0
"GLF",3,2017,0
"GLF",3,2017,0
"GLF",3,2017,0
"GLF",3,2017,0
"GLF",3,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",4,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",5,2017,0
"GLF",6,2017,1
"GLF",6,2017,1
"GLF",6,2017,1
"GLF",6,2017,1
"GLF",6,2017,1
"GLF",6,2017,1
"GLF",8,2017,0
"GLF",8,2017,0
"GLF",8,2017,0
"GLF",8,2017,1
"GLF",8,2017,0
"GLF",8,2017,0
"GLF",8,2017,0
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"HWP",6,2017,1
"INS",3,2017,0
"INS",3,2017,0
"INS",3,2017,0
"INS",3,2017,0
"INS",3,2017,0
"INS",3,2017,0
"INS",3,2017,1
"INS",3,2017,0
"INS",4,2017,1
"INS",4,2017,0
"INS",4,2017,0
"INS",4,2017,1
"INS",4,2017,0
"INS",4,2017,0
"INS",4,2017,0
"INS",4,2017,1
"INS",4,2017,1
"INS",4,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"INS",7,2017,1
"KCK",1,2017,1
"KCK",1,2017,1
"KCK",1,2017,1
"KCK",1,2017,1
"KCK",1,2017,1
"KCK",1,2017,1
"KCK",2,2017,1
"KCK",2,2017,1
"KCK",2,2017,1
"KCK",2,2017,0
"KCK",2,2017,1
"KCK",2,2017,0
"KCK",2,2017,1
"KCK",2,2017,0
"KCK",8,2017,1
"KCK",8,2017,1
"KCK",8,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",4,2017,1
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"KCZ",6,2017,0
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",2,2017,1
"LVN",4,2017,0
"LVN",4,2017,0
"LVN",4,2017,1
"LVN",4,2017,1
"LVN",4,2017,1
"LVN",4,2017,1
"LVN",4,2017,1
"LVN",5,2017,1
"LVN",5,2017,1
"LVN",5,2017,0
"LVN",5,2017,1
"LVN",5,2017,1
"LVN",6,2017,0
"LVN",6,2017,1
"LVN",6,2017,0
"LVN",6,2017,1
"LVN",6,2017,1
"LVN",6,2017,1
"LVN",6,2017,1
"LVN",7,2017,1
"LVN",7,2017,1
"LVN",7,2017,1
"LVN",7,2017,1
"LVN",7,2017,1
"LVN",7,2017,0
"LVN",7,2017,0
"LVN",7,2017,1
"LVN",8,2017,1
"LVN",8,2017,0
"LVN",8,2017,1
"LVN",8,2017,1
"LVN",8,2017,0
"LVN",8,2017,1
"LVN",8,2017,0
"LVN",8,2017,1
"MCH",2,2017,1
"MCH",2,2017,1
"MCH",2,2017,1
"MCH",2,2017,1
"MCH",2,2017,1
"MCH",3,2017,1
"MCH",3,2017,1
"MCH",3,2017,1
"MCH",3,2017,1
"MCH",3,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MCH",6,2017,1
"MUN",1,2017,1
"MUN",1,2017,0
"MUN",1,2017,0
"MUN",1,2017,0
"MUN",1,2017,1
"MUN",2,2017,0
"MUN",2,2017,0
"MUN",2,2017,0
"MUN",2,2017,0
"MUN",2,2017,1
"MUN",2,2017,1
"MUN",2,2017,1
"MUN",3,2017,1
"MUN",3,2017,1
"MUN",3,2017,1
"MUN",5,2017,1
"MUN",5,2017,1
"MUN",5,2017,1
"MUN",5,2017,1
"MUN",5,2017,1
"MUN",5,2017,1
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",7,2017,0
"MUN",8,2017,1
"MUN",8,2017,1
"MUN",8,2017,0
"MUN",8,2017,0
"MUN",8,2017,0
"MUN",8,2017,0
"NEW",1,2017,1
"NEW",1,2017,1
"NEW",1,2017,1
"NEW",1,2017,1
"NEW",1,2017,1
"NEW",1,2017,1
"NEW",5,2017,0
"NEW",5,2017,1
"NEW",5,2017,1
"NEW",5,2017,1
"NEW",5,2017,1
"NEW",5,2017,1
"NEW",5,2017,1
"NEW",8,2017,0
"NEW",8,2017,0
"NEW",8,2017,0
"NEW",8,2017,1
"OSP",3,2017,1
"OSP",3,2017,1
"OSP",3,2017,1
"OSP",7,2017,1
"OSP",7,2017,0
"OSP",7,2017,0
"OSP",7,2017,0
"OSP",7,2017,1
"OSP",7,2017,1
"OSP",8,2017,1
"OSP",8,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",2,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",3,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,0
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",4,2017,1
"PIT",5,2017,1
"PIT",5,2017,1
"PIT",5,2017,1
"PIT",5,2017,1
"PIT",5,2017,1
"PIT",5,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",6,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PIT",8,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",1,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",2,2017,1
"PTH",3,2017,1
"PTH",3,2017,1
"PTH",3,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",4,2017,1
"PTH",5,2017,0
"PTH",5,2017,0
"PTH",5,2017,0
"PTH",5,2017,0
"PTH",5,2017,0
"PTH",5,2017,1
"PTH",5,2017,0
"PTH",5,2017,0
"PTH",5,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",6,2017,1
"PTH",8,2017,0
"PTH",8,2017,1
"PTH",8,2017,0
"PTH",8,2017,1
"PTH",8,2017,1
"PTH",8,2017,0
"PTH",8,2017,1
"PTH",8,2017,1
"PTH",8,2017,1
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",1,2017,0
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",2,2017,1
"RSY",3,2017,1
"RSY",3,2017,1
"RSY",3,2017,0
"RSY",3,2017,1
"RSY",3,2017,1
"RSY",3,2017,0
"RSY",3,2017,1
"RSY",3,2017,0
"RSY",3,2017,0
"RSY",5,2017,1
"RSY",5,2017,1
"RSY",5,2017,1
"RSY",5,2017,1
"RSY",5,2017,1
"RSY",8,2017,0
"RSY",8,2017,0
"RSY",8,2017,1
"RSY",8,2017,1
"RSY",8,2017,1
"RSY",8,2017,0
"RSY",8,2017,0
"RTH",1,2017,1
"RTH",1,2017,0
"RTH",1,2017,0
"RTH",1,2017,1
"RTH",1,2017,0
"RTH",6,2017,1
"RTH",6,2017,1
"RTH",6,2017,1
"RTH",6,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",1,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",2,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",3,2017,1
"SER",4,2017,0
"SER",4,2017,0
"SER",4,2017,0
"SER",4,2017,0
"SER",4,2017,0
"SER",4,2017,1
"SER",4,2017,1
"SER",4,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",5,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",6,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,1
"SER",7,2017,0
"SER",8,2017,1
"SER",8,2017,1
"SER",8,2017,1
"SER",8,2017,1
"SER",8,2017,1
"SER",8,2017,1
"SER",8,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",1,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",2,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SLS",6,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",1,2017,1
"SPD",7,2017,1
"SPD",7,2017,1
"SPD",8,2017,1
"SPD",8,2017,1
"SPD",8,2017,0
"SPD",8,2017,1
"SPD",8,2017,1
"SPD",8,2017,1
"SPD",8,2017,1
"STY",1,2017,1
"STY",1,2017,0
"STY",1,2017,0
"STY",1,2017,0
"STY",1,2017,1
"STY",1,2017,1
"STY",1,2017,0
"STY",1,2017,1
"STY",1,2017,1
"STY",1,2017,0
"STY",3,2017,1
"STY",3,2017,1
"STY",3,2017,1
"STY",4,2017,1
"STY",4,2017,1
"STY",4,2017,1
"STY",4,2017,0
"STY",4,2017,0
"STY",4,2017,0
"STY",4,2017,1
"STY",4,2017,1
"STY",4,2017,0
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",5,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",7,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"STY",8,2017,1
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",1,2017,0
"TAI",2,2017,1
"TAI",2,2017,1
"TAI",2,2017,1
"TAI",2,2017,1
"TAI",2,2017,1
"TAI",2,2017,0
"TAI",3,2017,0
"TAI",3,2017,0
"TAI",3,2017,0
"TAI",3,2017,0
"TAI",4,2017,0
"TAI",4,2017,1
"TAI",4,2017,1
"TAI",4,2017,1
"TAI",4,2017,0
"TAI",4,2017,1
"TAI",5,2017,1
"TAI",5,2017,1
"TAI",5,2017,1
"TAI",5,2017,1
"TAI",6,2017,1
"TAI",6,2017,1
"TAI",6,2017,1
"TAI",6,2017,1
"TOM",1,2017,0
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,1
"TOM",1,2017,0
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,1
"TOM",6,2017,0
"TOM",6,2017,0
"ALN",2,2018,1
"ALN",2,2018,1
"ALN",2,2018,1
"ALN",2,2018,1
"ALN",2,2018,1
"ALN",2,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",4,2018,1
"ALN",5,2018,1
"ALN",5,2018,0
"ALN",5,2018,1
"ALN",5,2018,1
"ALN",5,2018,1
"ALN",5,2018,1
"ALN",5,2018,0
"ALN",6,2018,1
"ALN",6,2018,1
"ALN",6,2018,0
"ALN",6,2018,1
"ALN",6,2018,1
"ALN",8,2018,0
"ALN",8,2018,1
"ALN",8,2018,0
"ALN",8,2018,0
"ALN",8,2018,0
"ALN",8,2018,0
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",1,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",2,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",3,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",4,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",5,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"ART",7,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",2,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",3,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",5,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVI",6,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",1,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",2,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",4,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",5,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",6,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,0
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"AVN",7,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",1,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",3,2018,1
"BAD",4,2018,1
"BAD",4,2018,1
"BAD",4,2018,1
"BAD",4,2018,1
"BAD",4,2018,1
"BAD",5,2018,1
"BAD",5,2018,1
"BAD",5,2018,1
"BAD",5,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BAD",6,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",2,2018,1
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",4,2018,0
"BIR",5,2018,1
"BIR",5,2018,1
"BIR",5,2018,1
"BIR",5,2018,1
"BIR",5,2018,1
"BIR",5,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,1
"BIR",7,2018,0
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",2,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",4,2018,1
"BLA",6,2018,1
"BLA",6,2018,1
"BLA",6,2018,1
"BLA",6,2018,1
"BLA",6,2018,1
"BLA",6,2018,1
"BLA",8,2018,1
"BLA",8,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",1,2018,1
"BLG",3,2018,1
"BLG",3,2018,1
"BLG",3,2018,1
"BLG",3,2018,1
"BLG",3,2018,1
"BLG",3,2018,1
"BLG",3,2018,0
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",4,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",5,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",6,2018,1
"BLG",7,2018,1
"BLG",7,2018,1
"BLG",7,2018,1
"BLG",7,2018,1
"BLG",7,2018,1
"BLG",7,2018,1
"BLG",8,2018,1
"BLG",8,2018,1
"BLG",8,2018,1
"BLG",8,2018,1
"BLG",8,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",2,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAL",7,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CAR",1,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",2,2018,1
"CRU",3,2018,1
"CRU",3,2018,1
"CRU",3,2018,1
"CRU",3,2018,1
"CRU",3,2018,0
"CRU",4,2018,1
"CRU",4,2018,1
"CRU",4,2018,1
"CRU",4,2018,1
"CRU",4,2018,1
"DAV",1,2018,1
"DAV",1,2018,1
"DAV",1,2018,1
"DAV",1,2018,1
"DAV",1,2018,1
"DAV",1,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,1
"DAV",3,2018,0
"DAV",3,2018,0
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",4,2018,1
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",6,2018,0
"DAV",8,2018,0
"DEL",1,2018,1
"DEL",1,2018,1
"DEL",1,2018,1
"DEL",1,2018,1
"DEL",1,2018,1
"DEL",1,2018,1
"DEL",3,2018,0
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",3,2018,1
"DEL",4,2018,1
"DEL",4,2018,1
"DEL",4,2018,1
"DEL",4,2018,1
"DEL",4,2018,1
"DEL",5,2018,1
"DEL",5,2018,1
"DEL",5,2018,1
"DEL",5,2018,1
"DEL",5,2018,1
"DEL",5,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",6,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DEL",7,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",4,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DLW",5,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNC",9,2018,1
"DNM",1,2018,1
"DNM",1,2018,1
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",3,2018,0
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",4,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DNM",8,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",1,2018,1
"DOR",4,2018,1
"DOR",4,2018,1
"DOR",4,2018,0
"DOR",4,2018,1
"DOR",4,2018,1
"DOR",4,2018,1
"DOR",6,2018,1
"DOR",6,2018,1
"DOR",6,2018,0
"DOR",6,2018,1
"DOR",6,2018,0
"DOR",6,2018,1
"DOR",6,2018,0
"DOR",6,2018,0
"DOW",1,2018,1
"DOW",1,2018,1
"DOW",1,2018,1
"DOW",1,2018,1
"DOW",1,2018,1
"DOW",1,2018,1
"DOW",2,2018,1
"DOW",2,2018,1
"DOW",2,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",3,2018,1
"DOW",5,2018,1
"DOW",5,2018,1
"DOW",5,2018,1
"DOW",5,2018,1
"DOW",5,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",6,2018,1
"DOW",7,2018,1
"DOW",7,2018,1
"DOW",7,2018,1
"DOW",7,2018,1
"DOW",7,2018,1
"DOW",7,2018,1
"DOW",8,2018,1
"DOW",8,2018,1
"DOW",8,2018,1
"DOW",8,2018,1
"DOW",8,2018,1
"DOW",8,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",1,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,1
"DUN",4,2018,0
"DUN",6,2018,1
"DUN",6,2018,1
"DUN",6,2018,1
"DUN",6,2018,1
"DUN",6,2018,1
