"year","site","box","species","fki","hd_1.45","hatching_first_recorded","suc"
2023,"RTH",2,"",NA,"",NA,NA
2023,"RTH",3,"",NA,"",NA,NA
2023,"RTH",4,"bluti",NA,"",150,11
2023,"RTH",5,"",NA,"",NA,NA
2023,"RTH",6,"bluti",NA,"",150,8
2023,"AVI",1,"bluti",NA,"",NA,NA
2023,"AVI",2,"bluti",NA,"",156,6
2023,"AVI",3,"bluti",NA,"",NA,NA
2023,"AVI",4,"bluti",NA,"",156,6
2023,"AVI",5,"bluti",NA,"",150,0
2023,"AVI",6,"bluti",NA,"",144,8
2023,"AVI",7,"bluti",NA,"",150,6
2023,"AVI",8,"",NA,"",NA,NA
2023,"AVN",4,"bluti",NA,"",150,0
2023,"AVN",5,"bluti",NA,"",144,3
2023,"AVN",6,"bluti",NA,"",150,6
2023,"AVN",7,"bluti",NA,"",150,5
2023,"AVN",8,"bluti",NA,"",156,0
2023,"CAR",1,"bluti",NA,"",150,7
2023,"CAR",2,"bluti",NA,"",156,4
2023,"CAR",3,"",NA,"",NA,NA
2023,"CAR",4,"bluti",NA,"",144,5
2023,"CAR",5,"bluti",NA,"",150,2
2023,"CAR",6,"",NA,"",NA,NA
2023,"SLS",1,"bluti",NA,"",149,7
2023,"SLS",2,"",NA,"",NA,NA
2023,"SLS",3,"bluti",NA,"",149,8
2023,"SLS",4,"",NA,"",NA,NA
2023,"SLS",5,"",NA,"",NA,NA
2023,"SLS",6,"",NA,"",NA,NA
2023,"SLS",7,"bluti",NA,"",156,0
2023,"SLS",8,"bluti",NA,"",156,5
2023,"TOM",1,"",NA,"",NA,NA
2023,"TOM",2,"",NA,"",NA,NA
2023,"TOM",3,"",NA,"",NA,NA
2023,"TOM",4,"",NA,"",NA,NA
2023,"TOM",5,"",NA,"",NA,NA
2023,"TOM",6,"",NA,"",NA,NA
2023,"TOM",7,"",NA,"",NA,NA
2023,"TOM",8,"",NA,"",NA,NA
2023,"ART",1,"bluti",NA,"",143,8
2023,"ART",2,"bluti",NA,"",143,7
2023,"ART",3,"bluti",NA,"",143,4
2023,"ART",4,"bluti",NA,"",149,6
2023,"ART",5,"bluti",NA,"",143,9
2023,"ART",6,"bluti",NA,"",143,6
2023,"ART",7,"bluti",NA,"",143,9
2023,"ART",8,"bluti",NA,"",155,3
2023,"MUN",1,"bluti",NA,"",162,3
2023,"MUN",2,"bluti",NA,"",149,6
2023,"MUN",3,"bluti",NA,"",143,-999
2023,"MUN",4,"bluti",NA,"",143,0
2023,"MUN",5,"bluti",NA,"",143,7
2023,"MUN",6,"bluti",NA,"",143,-999
2023,"MUN",7,"",NA,"",NA,NA
2023,"MUN",8,"bluti",NA,"",149,6
2023,"FOU",1,"bluti",NA,"",135,6
2023,"FOU",2,"bluti",NA,"",143,0
2023,"FOU",3,"bluti",NA,"",NA,0
2023,"FOU",4,"bluti",NA,"",127,8
2023,"FOU",5,"bluti",NA,"",143,7
2023,"FOU",6,"",NA,"",NA,NA
2023,"FOU",7,"bluti",NA,"",127,9
2023,"FOU",8,"bluti",NA,"",143,2
2023,"ALN",1,"",NA,"",NA,NA
2023,"ALN",2,"bluti",NA,"",135,8
2023,"ALN",3,"",NA,"",NA,NA
2023,"ALN",4,"bluti",NA,"",135,5
2023,"ALN",5,"bluti",NA,"",143,8
2023,"ALN",6,"bluti",NA,"",149,6
2023,"ALN",7,"",NA,"",NA,NA
2023,"ALN",8,"",NA,"",NA,NA
2023,"DEL",1,"bluti",NA,"",135,8
2023,"DEL",2,"bluti",NA,"",143,8
2023,"DEL",3,"bluti",NA,"",135,7
2023,"DEL",4,"bluti",NA,"",143,7
2023,"DEL",5,"bluti",NA,"",143,8
2023,"DEL",6,"bluti",NA,"",143,5
2023,"DEL",7,"",NA,"",NA,NA
2023,"DEL",8,"",NA,"",NA,NA
2023,"TAI",1,"bluti",NA,"",143,4
2023,"TAI",2,"bluti",NA,"",143,3
2023,"TAI",3,"bluti",NA,"",143,5
2023,"TAI",4,"bluti",NA,"",143,6
2023,"TAI",5,"bluti",NA,"",143,-999
2023,"TAI",6,"bluti",NA,"",135,4
2023,"OSP",1,"",NA,"",NA,NA
2023,"OSP",2,"bluti",NA,"",143,4
2023,"OSP",3,"bluti",NA,"",149,5
2023,"OSP",4,"bluti",NA,"",143,4
2023,"OSP",5,"bluti",NA,"",143,0
2023,"OSP",6,"",NA,"",NA,NA
2023,"OSP",7,"bluti",NA,"",149,1
2023,"OSP",8,"bluti",NA,"",149,4
2023,"SPD",1,"bluti",NA,"",155,0
2023,"SPD",2,"",NA,"",NA,NA
2023,"SPD",3,"bluti",NA,"",149,-999
2023,"SPD",4,"bluti",NA,"",149,-999
2023,"SPD",5,"bluti",NA,"",149,9
2023,"SPD",6,"bluti",NA,"",149,-999
2023,"SPD",8,"bluti",NA,"",149,-999
2023,"DOR",1,"bluti",NA,"",143,10
2023,"DOR",2,"bluti",NA,"",143,3
2023,"DOR",3,"",NA,"",NA,NA
2023,"DOR",4,"bluti",NA,"",149,0
2023,"DOR",5,"",NA,"",NA,NA
2023,"DOR",6,"bluti",NA,"",143,8
2024,"EDI",1,"bluti",122,"",134,6
2024,"EDI",2,"bluti",128,"",144,0
2024,"EDI",3,"bluti",130,"",142,0
2024,"EDI",4,"",NA,"",NA,NA
2024,"EDI",5,"bluti",122,"",136,2
2024,"EDI",6,"bluti",132,"",NA,0
2024,"EDI",7,"bluti",124,"",138,4
2024,"EDI",8,"bluti",130,"",144,0
2024,"RSY",1,"bluti",133,"",145,0
2024,"RSY",2,"bluti",NA,"",NA,NA
2024,"RSY",3,"bluti",131,"",145,0
2024,"RSY",4,"bluti",141,"",157,2
2024,"RSY",5,"bluti",133,"",143,0
2024,"RSY",6,"bluti",133,"",145,0
2024,"RSY",7,"bluti",135,"",NA,0
2024,"RSY",8,"",NA,"",NA,NA
2024,"FOF",1,"bluti",131,"",145,2
2024,"FOF",2,"",NA,"",NA,NA
2024,"FOF",3,"bluti",129,"",143,6
2024,"FOF",4,"bluti",137,"",149,0
2024,"FOF",5,"bluti",135,"",147,0
2024,"FOF",6,"bluti",131,"",145,0
2024,"FOF",7,"bluti",135,"",145,5
2024,"FOF",8,"bluti",133,"",147,0
2024,"BAD",1,"bluti",132,"",150,4
2024,"BAD",2,"bluti",138,"",154,1
2024,"BAD",3,"bluti",132,"",144,0
2024,"BAD",4,"",NA,"",NA,NA
2024,"BAD",5,"bluti",132,"",154,2
2024,"BAD",6,"bluti",132,"",144,5
2024,"LVN",1,"",NA,"",NA,NA
2024,"LVN",2,"bluti",129,"",141,2
2024,"LVN",3,"bluti",129,"",143,5
2024,"LVN",4,"bluti",129,"",139,6
2024,"LVN",5,"bluti",127,"",139,5
2024,"LVN",6,"bluti",NA,"",NA,NA
2024,"LVN",7,"bluti",129,"",139,8
2024,"LVN",8,"bluti",127,"",137,6
2024,"DOW",1,"bluti",130,"",146,0
2024,"DOW",2,"",NA,"",NA,NA
2024,"DOW",3,"",NA,"",NA,NA
2024,"DOW",4,"",NA,"",NA,NA
2024,"DOW",5,"bluti",132,"",146,0
2024,"DOW",6,"bluti",130,"",144,5
2024,"DOW",7,"bluti",138,"",150,2
2024,"DOW",8,"bluti",130,"",144,0
2024,"GLF",1,"bluti",128,"",140,5
2024,"GLF",2,"",NA,"",NA,NA
2024,"GLF",3,"bluti",132,"",148,0
2024,"GLF",4,"",NA,"",NA,NA
2024,"GLF",5,"bluti",130,"",144,0
2024,"GLF",6,"bluti",132,"",144,1
2024,"GLF",7,"bluti",132,"",148,3
2024,"GLF",8,"bluti",134,"",148,0
2024,"SER",1,"bluti",126,"",140,4
2024,"SER",2,"bluti",130,"",144,6
2024,"SER",3,"bluti",132,"",150,4
2024,"SER",4,"bluti",124,"",136,3
2024,"SER",5,"bluti",126,"",138,4
2024,"SER",6,"bluti",126,"",140,3
2024,"SER",7,"bluti",122,"",NA,0
2024,"SER",8,"bluti",120,"",136,7
2024,"MCH",1,"bluti",129,"",141,0
2024,"MCH",2,"bluti",129,"",141,4
2024,"MCH",3,"",NA,"",NA,NA
2024,"MCH",4,"bluti",129,"",141,7
2024,"MCH",5,"",NA,"",NA,NA
2024,"MCH",6,"bluti",129,"",NA,0
2024,"PTH",1,"",NA,"",NA,NA
2024,"PTH",2,"bluti",131,"",145,0
2024,"PTH",3,"bluti",135,"",147,4
2024,"PTH",4,"bluti",131,"",143,7
2024,"PTH",5,"bluti",127,"",139,6
2024,"PTH",6,"bluti",135,"",149,0
2024,"PTH",7,"bluti",125,"",137,12
2024,"PTH",8,"bluti",131,"",NA,-999
2024,"STY",1,"bluti",130,"",142,5
2024,"STY",2,"bluti",132,"",146,3
2024,"STY",3,"bluti",126,"",140,0
2024,"STY",4,"bluti",136,"",146,0
2024,"STY",5,"bluti",130,"",144,7
2024,"STY",6,"bluti",130,"",144,5
2024,"STY",7,"bluti",126,"",140,5
2024,"STY",8,"",NA,"",NA,NA
2024,"BIR",1,"bluti",135,"",147,2
2024,"BIR",2,"bluti",131,"",145,4
2024,"BIR",3,"bluti",147,"",159,4
2024,"BIR",4,"",NA,"",NA,NA
2024,"BIR",5,"",NA,"",NA,NA
2024,"BIR",6,"",NA,"",NA,NA
2024,"BIR",7,"bluti",131,"",145,7
2024,"BIR",8,"",NA,"",NA,NA
2024,"DUN",1,"",NA,"",NA,NA
2024,"DUN",2,"bluti",142,"",154,0
2024,"DUN",3,"bluti",136,"",148,6
2024,"DUN",4,"",NA,"",NA,NA
2024,"DUN",5,"",NA,"",NA,NA
2024,"DUN",6,"",NA,"",NA,NA
2024,"DUN",7,"",NA,"",NA,NA
2024,"DUN",8,"bluti",148,"",154,0
2024,"BLG",1,"",NA,"",NA,NA
2024,"BLG",2,"bluti",131,"",145,6
2024,"BLG",3,"bluti",133,"",147,0
2024,"BLG",4,"bluti",127,"",141,4
2024,"BLG",5,"bluti",129,"",145,4
2024,"BLG",6,"bluti",131,"",145,1
2024,"BLG",7,"bluti",127,"",139,7
2024,"BLG",8,"bluti",131,"",145,6
2024,"PIT",1,"bluti",132,"",156,0
2024,"PIT",2,"bluti",132,"",146,4
2024,"PIT",3,"bluti",130,"",144,1
2024,"PIT",4,"",NA,"",NA,NA
2024,"PIT",5,"bluti",132,"",146,4
2024,"PIT",6,"bluti",132,"",144,0
2024,"PIT",7,"bluti",132,"",144,9
2024,"PIT",8,"bluti",132,"",146,2
2024,"KCK",1,"bluti",132,"",146,0
2024,"KCK",2,"",NA,"",NA,NA
2024,"KCK",3,"",NA,"",NA,NA
2024,"KCK",4,"",NA,"",NA,NA
2024,"KCK",5,"",NA,"",NA,NA
2024,"KCK",6,"",NA,"",NA,NA
2024,"KCK",7,"",NA,"",NA,NA
2024,"KCK",8,"",NA,"",NA,NA
2024,"KCZ",1,"",NA,"",NA,NA
2024,"KCZ",2,"bluti",134,"",146,4
2024,"KCZ",3,"",NA,"",NA,NA
2024,"KCZ",4,"bluti",138,"",150,0
2024,"KCZ",5,"bluti",134,"",148,3
2024,"KCZ",6,"bluti",136,"",150,0
2024,"KCZ",7,"",NA,"",NA,NA
2024,"KCZ",8,"bluti",136,"",150,4
2024,"BLA",1,"bluti",131,"",145,0
2024,"BLA",2,"bluti",135,"",149,0
2024,"BLA",3,"bluti",137,"",151,0
2024,"BLA",4,"",NA,"",NA,NA
2024,"BLA",5,"",NA,"",NA,NA
2024,"BLA",6,"bluti",135,"",149,0
2024,"BLA",7,"bluti",133,"",147,2
2024,"BLA",8,"bluti",135,"",145,3
2024,"CAL",1,"bluti",NA,"",NA,-999
2024,"CAL",2,"bluti",138,"",150,3
2024,"CAL",3,"bluti",138,"",150,0
2024,"CAL",4,"",NA,"",NA,NA
2024,"CAL",5,"",NA,"",NA,NA
2024,"CAL",6,"",NA,"",NA,NA
2024,"CAL",7,"bluti",136,"",146,2
2024,"CAL",8,"",NA,"",NA,NA
2024,"DNM",1,"bluti",135,"",153,0
2024,"DNM",2,"bluti",127,"",141,7
2024,"DNM",3,"bluti",123,"",137,0
2024,"DNM",4,"bluti",135,"",147,0
2024,"DNM",5,"bluti",131,"",147,5
2024,"DNM",6,"",NA,"",NA,NA
2024,"DNM",7,"bluti",127,"",141,1
2024,"DNM",8,"",NA,"",NA,NA
2024,"DNC",2,"bluti",133,"",147,0
2024,"DNC",3,"",NA,"",NA,NA
2024,"DNC",4,"bluti",125,"",139,7
2024,"DNC",5,"",NA,"",NA,NA
2024,"DNC",6,"coati",133,"",NA,NA
2024,"DNC",7,"",NA,"",NA,NA
2024,"DNC",8,"",NA,"",NA,NA
2024,"DNC",9,"bluti",133,"",147,0
2024,"DNS",1,"",NA,"",NA,NA
2024,"DNS",2,"bluti",135,"",149,0
2024,"DNS",3,"",NA,"",NA,NA
2024,"DNS",4,"bluti",139,"",153,0
2024,"DLW",1,"bluti",140,"",146,10
2024,"DLW",2,"",NA,"",NA,NA
2024,"DLW",3,"",NA,"",NA,NA
2024,"DLW",4,"",NA,"",NA,NA
2024,"DLW",5,"",NA,"",NA,NA
2024,"DLW",6,"",NA,"",NA,NA
2024,"CRU",1,"bluti",136,"",150,2
2024,"CRU",2,"",NA,"",NA,NA
2024,"CRU",3,"",NA,"",NA,NA
2024,"CRU",4,"bluti",140,"",154,2
2024,"CRU",5,"",NA,"",NA,NA
2024,"CRU",6,"",NA,"",NA,NA
2024,"CRU",7,"bluti",128,"",140,7
2024,"CRU",8,"",NA,"",NA,NA
2024,"NEW",1,"bluti",128,"",140,5
2024,"NEW",2,"bluti",128,"",142,4
2024,"NEW",3,"bluti",130,"",144,3
2024,"NEW",4,"",NA,"",NA,NA
2024,"NEW",5,"",NA,"",NA,NA
2024,"NEW",6,"bluti",130,"",144,0
2024,"NEW",7,"",NA,"",NA,NA
2024,"NEW",8,"",NA,"",NA,NA
2024,"HWP",1,"bluti",NA,"",145,8
2024,"HWP",2,"",NA,"",NA,NA
2024,"HWP",3,"",NA,"",NA,NA
2024,"HWP",4,"",NA,"",NA,NA
2024,"HWP",5,"",NA,"",NA,NA
2024,"HWP",6,"bluti",NA,"",139,10
2024,"HWP",7,"bluti",NA,"",149,0
2024,"HWP",8,"bluti",NA,"",145,7
2024,"INS",1,"",NA,"",NA,NA
2024,"INS",2,"",NA,"",NA,NA
2024,"INS",3,"bluti",NA,"",145,2
2024,"INS",4,"bluti",NA,"",145,6
2024,"INS",5,"",NA,"",NA,NA
2024,"INS",6,"bluti",NA,"",158,1
2024,"INS",7,"bluti",NA,"",145,5
2024,"INS",8,"",NA,"",NA,NA
2024,"FSH",1,"bluti",NA,"",145,5
2024,"FSH",2,"bluti",NA,"",145,5
2024,"FSH",3,"bluti",NA,"",151,1
2024,"FSH",4,"bluti",NA,"",NA,-999
2024,"FSH",5,"bluti",NA,"",145,4
2024,"FSH",6,"bluti",NA,"",157,0
2024,"FSH",7,"bluti",NA,"",151,3
2024,"FSH",8,"",NA,"",NA,NA
2024,"RTH",1,"",NA,"",NA,NA
2024,"RTH",2,"bluti",NA,"",145,0
2024,"RTH",3,"bluti",NA,"",145,-999
2024,"RTH",4,"bluti",NA,"",158,3
2024,"AVI",1,"",NA,"",NA,NA
2024,"AVI",2,"bluti",NA,"",145,6
2024,"AVI",3,"",NA,"",NA,NA
2024,"AVI",4,"",NA,"",NA,NA
2024,"AVI",5,"bluti",NA,"",151,0
2024,"AVI",6,"bluti",NA,"",145,6
2024,"AVI",7,"",NA,"",NA,NA
2024,"AVI",8,"bluti",NA,"",151,4
2024,"AVN",4,"bluti",NA,"",146,2
2024,"AVN",5,"bluti",NA,"",146,0
2024,"AVN",6,"bluti",NA,"",146,0
2024,"AVN",7,"bluti",NA,"",146,4
2024,"AVN",8,"bluti",NA,"",152,2
2024,"CAR",1,"bluti",NA,"",146,5
2024,"CAR",2,"bluti",NA,"",167,2
2024,"CAR",3,"bluti",NA,"",146,6
2024,"CAR",4,"bluti",NA,"",146,0
2024,"CAR",5,"",NA,"",NA,NA
2024,"CAR",6,"",NA,"",NA,NA
2024,"SLS",1,"",NA,"",NA,NA
2024,"SLS",2,"bluti",NA,"",158,7
2024,"SLS",3,"",NA,"",NA,NA
2024,"SLS",4,"",NA,"",NA,NA
2024,"SLS",5,"bluti",NA,"",146,0
2024,"SLS",6,"bluti",NA,"",152,7
2024,"SLS",7,"bluti",NA,"",146,5
2024,"SLS",8,"",NA,"",NA,NA
2024,"TOM",1,"",NA,"",NA,NA
2024,"TOM",2,"",NA,"",NA,NA
2024,"TOM",3,"",NA,"",NA,NA
2024,"TOM",4,"",NA,"",NA,NA
2024,"TOM",5,"",NA,"",NA,NA
2024,"TOM",6,"",NA,"",NA,NA
2024,"TOM",7,"",NA,"",NA,NA
2024,"TOM",8,"",NA,"",NA,NA
2024,"ART",1,"",NA,"",NA,NA
2024,"ART",2,"bluti",NA,"",138,4
2024,"ART",3,"bluti",NA,"",146,0
2024,"ART",4,"bluti",NA,"",146,3
2024,"ART",5,"",NA,"",NA,NA
2024,"ART",6,"",NA,"",NA,NA
2024,"ART",7,"bluti",NA,"",151,0
2024,"ART",8,"",NA,"",NA,NA
2024,"MUN",1,"",NA,"",NA,NA
2024,"MUN",2,"bluti",NA,"",146,2
2024,"MUN",3,"bluti",NA,"",146,6
2024,"MUN",4,"bluti",NA,"",146,0
2024,"MUN",5,"",NA,"",NA,NA
2024,"MUN",6,"bluti",NA,"",NA,0
2024,"MUN",7,"",NA,"",NA,NA
2024,"MUN",8,"bluti",NA,"",146,6
2024,"FOU",1,"",NA,"",NA,NA
2024,"FOU",2,"",NA,"",NA,NA
2024,"FOU",3,"bluti",NA,"",145,7
2024,"FOU",4,"bluti",NA,"",145,3
2024,"FOU",5,"bluti",NA,"",131,8
2024,"FOU",6,"bluti",NA,"",138,8
2024,"FOU",7,"",NA,"",NA,NA
2024,"FOU",8,"bluti",NA,"",145,0
2024,"ALN",1,"bluti",NA,"",138,4
2024,"ALN",2,"",NA,"",NA,NA
2024,"ALN",3,"bluti",NA,"",146,1
2024,"ALN",4,"",NA,"",NA,NA
2024,"ALN",5,"",NA,"",NA,NA
2024,"ALN",6,"",NA,"",NA,NA
2024,"ALN",7,"",NA,"",NA,NA
2024,"ALN",8,"bluti",NA,"",151,5
2024,"DEL",1,"bluti",NA,"",138,6
2024,"DEL",2,"",NA,"",NA,NA
2024,"DEL",3,"bluti",NA,"",145,3
2024,"DEL",4,"bluti",NA,"",138,1
2024,"DEL",5,"",NA,"",NA,NA
2024,"DEL",6,"bluti",NA,"",145,4
2024,"DEL",7,"",NA,"",NA,NA
2024,"DEL",8,"bluti",NA,"",145,0
2024,"TAI",1,"bluti",NA,"",145,4
2024,"TAI",2,"bluti",NA,"",145,4
2024,"TAI",3,"bluti",NA,"",138,5
2024,"TAI",4,"bluti",NA,"",151,0
2024,"TAI",5,"bluti",NA,"",151,1
2024,"TAI",6,"bluti",NA,"",138,5
2024,"OSP",1,"",NA,"",NA,NA
2024,"OSP",2,"coati",NA,"",NA,NA
2024,"OSP",3,"bluti",NA,"",146,0
2024,"OSP",4,"bluti",NA,"",146,4
2024,"OSP",5,"bluti",NA,"",146,4
2024,"OSP",6,"bluti",NA,"",151,0
2024,"OSP",7,"",NA,"",NA,NA
2024,"OSP",8,"bluti",NA,"",151,0
2024,"SPD",1,"bluti",NA,"",151,-999
2024,"SPD",2,"",NA,"",NA,NA
2024,"SPD",3,"bluti",NA,"",151,-999
2024,"SPD",4,"bluti",NA,"",151,-999
2024,"SPD",5,"",NA,"",NA,NA
2024,"SPD",6,"bluti",NA,"",146,-999
2024,"SPD",8,"bluti",NA,"",151,-999
2024,"DOR",1,"bluti",NA,"",151,0
2024,"DOR",2,"bluti",NA,"",138,3
2024,"DOR",3,"bluti",NA,"",138,0
2024,"DOR",4,"",NA,"",NA,NA
2024,"DOR",5,"bluti",NA,"",145,0
2024,"DOR",6,"bluti",NA,"",151,0
