"year","site","box","species","fki","hd_1.45","hatching_first_recorded","suc"
2021,"ART",5,"bluti",133,"147",147,4
2021,"ART",6,"bluti",135,"147",147,9
2021,"ART",7,"bluti",135,"",NA,NA
2021,"ART",8,"bluti",131,"142",143,9
2021,"MUN",1,"bluti",129,"145",145,5
2021,"MUN",2,"bluti",133,"148",149,5
2021,"MUN",3,"bluti",129,"147",147,-999
2021,"MUN",4,"",NA,"",NA,NA
2021,"MUN",5,"bluti",143,"153",153,4
2021,"MUN",6,"bluti",133,"148",149,6
2021,"MUN",7,"bluti",131,"149",149,1
2021,"MUN",8,"bluti",143,"158",159,4
2021,"FOU",1,"coati",NA,"",NA,NA
2021,"FOU",2,"",NA,"",NA,NA
2021,"FOU",3,"",NA,"",NA,NA
2021,"FOU",4,"bluti",NA,"",NA,11
2021,"FOU",5,"bluti",NA,"",NA,-999
2021,"FOU",6,"bluti",NA,"",NA,2
2021,"FOU",7,"",NA,"",NA,NA
2021,"FOU",8,"bluti",NA,"",NA,6
2021,"ALN",1,"bluti",NA,"",NA,6
2021,"ALN",2,"bluti",NA,"",NA,4
2021,"ALN",3,"bluti",NA,"",154,5
2021,"ALN",4,"bluti",NA,"",NA,0
2021,"ALN",5,"bluti",NA,"",NA,5
2021,"ALN",6,"",NA,"",NA,NA
2021,"ALN",7,"bluti",NA,"",NA,5
2021,"ALN",8,"bluti",NA,"",NA,5
2021,"DEL",1,"bluti",NA,"",NA,6
2021,"DEL",2,"bluti",NA,"",NA,1
2021,"DEL",3,"bluti",NA,"",NA,6
2021,"DEL",4,"bluti",NA,"",NA,7
2021,"DEL",5,"bluti",NA,"",NA,5
2021,"DEL",6,"bluti",NA,"",NA,1
2021,"DEL",7,"",NA,"",NA,NA
2021,"DEL",8,"bluti",NA,"",154,NA
2021,"TAI",1,"bluti",NA,"",NA,5
2021,"TAI",2,"bluti",NA,"",NA,2
2021,"TAI",3,"",NA,"",NA,NA
2021,"TAI",4,"bluti",NA,"",NA,6
2021,"TAI",5,"bluti",NA,"",NA,7
2021,"TAI",6,"",NA,"",NA,NA
2021,"DOR",1,"bluti",NA,"",154,4
2021,"DOR",2,"bluti",NA,"",154,1
2021,"DOR",3,"bluti",NA,"",NA,4
2021,"DOR",4,"",NA,"",NA,NA
2021,"DOR",5,"",NA,"",NA,NA
2021,"DOR",6,"bluti",NA,"",NA,2
2022,"EDI",1,"bluti",121,"135",135,5
2022,"EDI",2,"bluti",125,"141",141,6
2022,"EDI",3,"bluti",121,"133",133,8
2022,"EDI",4,"bluti",127,"140",141,5
2022,"EDI",5,"bluti",123,"137",137,6
2022,"EDI",6,"bluti",127,"139",139,6
2022,"EDI",7,"bluti",121,"139",139,7
2022,"EDI",8,"bluti",127,"139",139,8
2022,"RSY",1,"bluti",126,"138",138,1
2022,"RSY",2,"bluti",138,"152",152,4
2022,"RSY",3,"bluti",130,"142",142,3
2022,"RSY",4,"",NA,"",NA,NA
2022,"RSY",5,"bluti",126,"139",140,-999
2022,"RSY",6,"",NA,"",NA,NA
2022,"RSY",7,"bluti",136,"148",148,3
2022,"RSY",8,"bluti",122,"134",134,7
2022,"FOF",1,"bluti",134,"148",148,5
2022,"FOF",2,"bluti",126,"138",138,6
2022,"FOF",3,"bluti",124,"136",136,0
2022,"FOF",4,"",NA,"",NA,NA
2022,"FOF",5,"bluti",134,"146",146,6
2022,"FOF",6,"bluti",138,"150",150,2
2022,"FOF",7,"bluti",126,"138",138,7
2022,"FOF",8,"bluti",130,"",NA,0
2022,"BAD",1,"bluti",127,"140",141,2
2022,"BAD",2,"bluti",135,"147",147,0
2022,"BAD",3,"bluti",131,"144",145,4
2022,"BAD",4,"bluti",129,"144",145,5
2022,"BAD",5,"bluti",123,"139",139,6
2022,"BAD",6,"bluti",125,"139",139,6
2022,"LVN",1,"",NA,"",NA,NA
2022,"LVN",2,"bluti",130,"142",142,8
2022,"LVN",3,"bluti",126,"138",138,6
2022,"LVN",4,"",NA,"",NA,NA
2022,"LVN",5,"bluti",128,"143",144,-999
2022,"LVN",6,"bluti",126,"138",138,5
2022,"LVN",7,"bluti",132,"145",146,6
2022,"LVN",8,"bluti",120,"131",132,7
2022,"DOW",1,"bluti",125,"137",137,6
2022,"DOW",2,"",NA,"",NA,NA
2022,"DOW",3,"",NA,"",NA,NA
2022,"DOW",4,"bluti",133,"145",145,4
2022,"DOW",5,"bluti",127,"143",143,7
2022,"DOW",6,"bluti",125,"139",139,6
2022,"DOW",7,"bluti",129,"140",141,3
2022,"DOW",8,"bluti",125,"139",139,10
2022,"GLF",1,"bluti",149,"163",163,0
2022,"GLF",2,"",NA,"",NA,NA
2022,"GLF",3,"bluti",129,"141",141,5
2022,"GLF",4,"",NA,"",NA,NA
2022,"GLF",5,"bluti",127,"141",141,5
2022,"GLF",6,"bluti",123,"140",141,8
2022,"GLF",7,"bluti",121,"135",135,7
2022,"GLF",8,"bluti",127,"141",141,0
2022,"SER",1,"bluti",125,"137",137,9
2022,"SER",2,"bluti",127,"140",141,8
2022,"SER",3,"bluti",119,"133",133,7
2022,"SER",4,"bluti",119,"132",133,7
2022,"SER",5,"bluti",125,"135",135,10
2022,"SER",6,"bluti",135,"151",151,3
2022,"SER",7,"bluti",119,"133",133,9
2022,"SER",8,"bluti",125,"137",137,4
2022,"MCH",1,"bluti",122,"132",132,4
2022,"MCH",2,"",NA,"",NA,NA
2022,"MCH",3,"bluti",NA,"",NA,NA
2022,"MCH",4,"bluti",124,"",NA,0
2022,"MCH",5,"bluti",130,"144",144,0
2022,"MCH",6,"bluti",120,"135",136,9
2022,"PTH",1,"bluti",120,"133",134,0
2022,"PTH",2,"bluti",126,"138",138,3
2022,"PTH",3,"",NA,"",NA,NA
2022,"PTH",4,"bluti",122,"134",134,9
2022,"PTH",5,"bluti",122,"135",136,7
2022,"PTH",6,"bluti",134,"146",146,0
2022,"PTH",7,"",NA,"",NA,NA
2022,"PTH",8,"",NA,"",NA,NA
2022,"STY",1,"bluti",125,"138",139,7
2022,"STY",2,"bluti",131,"143",143,7
2022,"STY",3,"bluti",129,"140",141,0
2022,"STY",4,"bluti",129,"142",143,6
2022,"STY",5,"bluti",NA,"",NA,NA
2022,"STY",6,"bluti",129,"139",139,0
2022,"STY",7,"",NA,"",NA,NA
2022,"STY",8,"bluti",127,"139",139,3
2022,"BIR",1,"",NA,"",NA,NA
2022,"BIR",2,"bluti",128,"140",140,8
2022,"BIR",3,"bluti",138,"",NA,0
2022,"BIR",4,"coati",NA,"",NA,NA
2022,"BIR",5,"",NA,"",NA,NA
2022,"BIR",6,"bluti",128,"142",142,3
2022,"BIR",7,"bluti",132,"144",144,5
2022,"BIR",8,"",NA,"",NA,NA
2022,"DUN",1,"",NA,"",NA,NA
2022,"DUN",2,"",NA,"",NA,NA
2022,"DUN",3,"bluti",133,"145",145,10
2022,"DUN",4,"",NA,"",NA,NA
2022,"DUN",5,"",NA,"",NA,NA
2022,"DUN",6,"bluti",129,"139",139,9
2022,"DUN",7,"",NA,"",NA,NA
2022,"DUN",8,"",NA,"",NA,NA
2022,"BLG",1,"bluti",128,"142",142,7
2022,"BLG",2,"bluti",128,"140",140,6
2022,"BLG",3,"bluti",124,"138",138,7
2022,"BLG",4,"bluti",130,"",NA,0
2022,"BLG",5,"bluti",128,"141",142,6
2022,"BLG",6,"bluti",124,"138",138,7
2022,"BLG",7,"bluti",126,"138",138,9
2022,"BLG",8,"",NA,"",NA,NA
2022,"PIT",1,"bluti",131,"143",143,10
2022,"PIT",2,"bluti",129,"143",143,3
2022,"PIT",3,"bluti",127,"141",141,9
2022,"PIT",4,"bluti",127,"140",141,8
2022,"PIT",5,"bluti",127,"140",141,6
2022,"PIT",6,"bluti",125,"137",137,7
2022,"PIT",7,"",NA,"",NA,NA
2022,"PIT",8,"bluti",127,"139",139,7
2022,"KCK",1,"bluti",133,"145",145,7
2022,"KCK",2,"",NA,"",NA,NA
2022,"KCK",3,"",NA,"",NA,NA
2022,"KCK",4,"",NA,"",NA,NA
2022,"KCK",5,"bluti",127,"141",141,6
2022,"KCK",6,"",NA,"",NA,NA
2022,"KCK",7,"",NA,"",NA,NA
2022,"KCK",8,"bluti",135,"145",145,5
2022,"KCZ",1,"",NA,"",NA,NA
2022,"KCZ",2,"",NA,"",NA,NA
2022,"KCZ",3,"bluti",129,"141",141,8
2022,"KCZ",4,"",NA,"",NA,NA
2022,"KCZ",5,"bluti",145,"157",157,0
2022,"KCZ",6,"",NA,"",NA,NA
2022,"KCZ",7,"",NA,"",NA,NA
2022,"KCZ",8,"bluti",129,"145",145,7
2022,"BLA",1,"bluti",128,"140",140,3
2022,"BLA",2,"bluti",134,"146",146,7
2022,"BLA",3,"bluti",138,"152",152,6
2022,"BLA",4,"",NA,"",NA,NA
2022,"BLA",5,"bluti",134,"148",148,8
2022,"BLA",6,"",NA,"",NA,NA
2022,"BLA",7,"",NA,"",NA,NA
2022,"BLA",8,"",NA,"",NA,NA
2022,"CAL",1,"bluti",125,"135",135,6
2022,"CAL",2,"",NA,"",NA,NA
2022,"CAL",3,"",NA,"",NA,NA
2022,"CAL",4,"",NA,"",NA,NA
2022,"CAL",5,"",NA,"",NA,NA
2022,"CAL",6,"",NA,"",NA,NA
2022,"CAL",7,"bluti",125,"137",137,8
2022,"CAL",8,"bluti",137,"151",151,5
2022,"DNM",1,"bluti",134,"150",150,1
2022,"DNM",2,"bluti",124,"139",140,8
2022,"DNM",3,"",NA,"",NA,NA
2022,"DNM",4,"",NA,"",NA,NA
2022,"DNM",5,"bluti",134,"144",144,8
2022,"DNM",6,"bluti",128,"142",142,9
2022,"DNM",7,"",NA,"",NA,NA
2022,"DNM",8,"",NA,"",NA,NA
2022,"DNC",2,"bluti",148,"161",162,6
2022,"DNC",3,"",NA,"",NA,NA
2022,"DNC",4,"",NA,"",NA,NA
2022,"DNC",5,"bluti",122,"136",136,0
2022,"DNC",6,"",NA,"",NA,NA
2022,"DNC",7,"",NA,"",NA,NA
2022,"DNC",8,"",NA,"",NA,NA
2022,"DNC",9,"bluti",128,"144",144,8
2022,"DNS",1,"bluti",128,"142",142,3
2022,"DNS",2,"",NA,"",NA,NA
2022,"DNS",3,"bluti",134,"148",148,7
2022,"DNS",4,"",NA,"",NA,NA
2022,"DLW",1,"",NA,"",NA,NA
2022,"DLW",2,"",NA,"",NA,NA
2022,"DLW",3,"bluti",125,"138",139,5
2022,"DLW",4,"",NA,"",NA,NA
2022,"DLW",5,"",NA,"",NA,NA
2022,"DLW",6,"",NA,"",NA,NA
2022,"CRU",1,"",NA,"",NA,NA
2022,"CRU",2,"",NA,"",NA,NA
2022,"CRU",3,"",NA,"",NA,NA
2022,"CRU",4,"bluti",135,"149",149,5
2022,"CRU",5,"",NA,"",NA,NA
2022,"CRU",6,"",NA,"",NA,NA
2022,"CRU",7,"",NA,"",NA,NA
2022,"CRU",8,"",NA,"",NA,NA
2022,"NEW",1,"",NA,"",NA,NA
2022,"NEW",2,"bluti",122,"136",136,7
2022,"NEW",3,"",NA,"",NA,NA
2022,"NEW",4,"bluti",128,"142",142,9
2022,"NEW",5,"",NA,"",NA,NA
2022,"NEW",6,"",NA,"",NA,NA
2022,"NEW",7,"",NA,"",NA,NA
2022,"NEW",8,"bluti",130,"144",144,6
2022,"HWP",1,"bluti",135,"148",149,4
2022,"HWP",2,"bluti",131,"143",143,0
2022,"HWP",3,"bluti",129,"141",141,8
2022,"HWP",4,"",NA,"",NA,NA
2022,"HWP",5,"",NA,"",NA,NA
2022,"HWP",6,"bluti",123,"135",135,7
2022,"HWP",7,"",NA,"",NA,NA
2022,"HWP",8,"bluti",135,"147",147,7
2022,"INS",1,"bluti",146,"160",160,5
2022,"INS",2,"bluti",118,"",NA,NA
2022,"INS",3,"bluti",134,"149",150,2
2022,"INS",4,"",NA,"",NA,NA
2022,"INS",5,"bluti",128,"",144,0
2022,"INS",6,"",NA,"",NA,NA
2022,"INS",7,"bluti",122,"136",136,7
2022,"INS",8,"",NA,"",NA,NA
2022,"FSH",1,"",NA,"",NA,NA
2022,"FSH",2,"bluti",124,"137",138,0
2022,"FSH",3,"bluti",134,"146",146,6
2022,"FSH",4,"bluti",128,"142",142,0
2022,"FSH",5,"bluti",128,"141",142,4
2022,"FSH",6,"",NA,"",NA,NA
2022,"FSH",7,"bluti",134,"146",146,7
2022,"FSH",8,"",NA,"",NA,NA
2022,"RTH",1,"",NA,"",NA,NA
2022,"RTH",2,"bluti",124,"138",138,8
2022,"RTH",3,"",NA,"",NA,NA
2022,"RTH",4,"bluti",132,"146",146,4
2022,"RTH",5,"bluti",126,"142",142,9
2022,"RTH",6,"bluti",130,"143",144,11
2022,"AVI",1,"bluti",133,"145",145,4
2022,"AVI",2,"bluti",137,"150",151,6
2022,"AVI",3,"bluti",131,"145",145,8
2022,"AVI",4,"",NA,"",NA,NA
2022,"AVI",5,"bluti",141,"",157,6
2022,"AVI",6,"bluti",135,"149",149,7
2022,"AVI",7,"",NA,"",NA,NA
2022,"AVI",8,"",NA,"",NA,NA
2022,"AVN",1,"",NA,"",NA,NA
2022,"AVN",2,"bluti",132,"145",146,2
2022,"AVN",3,"bluti",128,"140",140,8
2022,"AVN",4,"bluti",126,"141",142,10
2022,"AVN",5,"bluti",NA,"",NA,NA
2022,"AVN",6,"bluti",134,"148",148,9
2022,"AVN",7,"bluti",132,"146",146,0
2022,"AVN",8,"bluti",134,"146",146,7
2022,"CAR",1,"bluti",144,"159",160,2
2022,"CAR",2,"",NA,"",NA,NA
2022,"CAR",3,"bluti",128,"142",142,4
2022,"CAR",4,"",NA,"",NA,NA
2022,"CAR",5,"",NA,"",NA,NA
2022,"CAR",6,"bluti",130,"143",144,2
2022,"SLS",1,"bluti",131,"143",143,9
2022,"SLS",2,"bluti",NA,"",NA,NA
2022,"SLS",3,"bluti",133,"145",145,6
2022,"SLS",4,"",NA,"",NA,NA
2022,"SLS",5,"bluti",131,"143",143,3
2022,"SLS",6,"",NA,"",NA,NA
2022,"SLS",7,"bluti",131,"143",143,7
2022,"SLS",8,"",NA,"",NA,NA
2022,"TOM",1,"",NA,"",NA,NA
2022,"TOM",2,"",NA,"",NA,NA
2022,"TOM",3,"",NA,"",NA,NA
2022,"TOM",4,"",NA,"",NA,NA
2022,"TOM",5,"",NA,"",NA,NA
2022,"TOM",6,"",NA,"",NA,NA
2022,"TOM",7,"",NA,"",NA,NA
2022,"TOM",8,"",NA,"",NA,NA
2022,"ART",1,"bluti",125,"137",137,10
2022,"ART",2,"bluti",121,"133",133,11
2022,"ART",3,"bluti",119,"134",135,2
2022,"ART",4,"bluti",123,"136",137,7
2022,"ART",5,"",NA,"",NA,NA
2022,"ART",6,"bluti",119,"133",133,7
2022,"ART",7,"",NA,"",NA,NA
2022,"ART",8,"bluti",119,"133",133,11
2022,"MUN",1,"bluti",126,"138",138,0
2022,"MUN",2,"bluti",128,"141",142,6
2022,"MUN",3,"bluti",138,"150",150,2
2022,"MUN",4,"bluti",126,"138",138,4
2022,"MUN",5,"",NA,"",NA,NA
2022,"MUN",6,"",NA,"",NA,NA
2022,"MUN",7,"bluti",120,"134",134,9
2022,"MUN",8,"bluti",120,"134",134,7
2022,"FOU",1,"",NA,"",NA,NA
2022,"FOU",2,"",NA,"",NA,NA
2022,"FOU",3,"bluti",123,"136",137,8
2022,"FOU",4,"bluti",121,"134",135,6
2022,"FOU",5,"",NA,"",NA,NA
2022,"FOU",6,"bluti",133,"147",147,0
2022,"FOU",7,"bluti",131,"143",143,0
2022,"FOU",8,"",NA,"",NA,NA
2022,"ALN",1,"bluti",121,"135",135,9
2022,"ALN",2,"",NA,"",NA,NA
2022,"ALN",3,"bluti",127,"143",143,1
2022,"ALN",4,"",NA,"",NA,NA
2022,"ALN",5,"",NA,"",NA,NA
2022,"ALN",6,"",NA,"",NA,NA
2022,"ALN",7,"",NA,"",NA,NA
2022,"ALN",8,"",NA,"",NA,NA
2022,"DEL",1,"bluti",124,"138",138,10
2022,"DEL",2,"bluti",120,"134",134,0
2022,"DEL",3,"",NA,"",NA,NA
2022,"DEL",4,"bluti",124,"136",136,6
2022,"DEL",5,"bluti",132,"144",144,6
2022,"DEL",6,"",NA,"",NA,NA
2022,"DEL",7,"",NA,"",NA,NA
2022,"DEL",8,"bluti",128,"140",140,1
2022,"TAI",1,"bluti",129,"139",139,5
2022,"TAI",2,"",NA,"",NA,NA
2022,"TAI",3,"bluti",117,"132",133,4
2022,"TAI",4,"bluti",123,"137",137,4
2022,"TAI",5,"bluti",133,"145",145,5
2022,"TAI",6,"bluti",115,"",NA,0
2022,"OSP",1,"",NA,"",NA,NA
2022,"OSP",2,"bluti",132,"146",146,2
2022,"OSP",3,"",NA,"",NA,NA
2022,"OSP",4,"bluti",128,"140",140,3
2022,"OSP",5,"bluti",124,"137",138,0
2022,"OSP",6,"",NA,"",NA,NA
2022,"OSP",7,"bluti",130,"141",142,4
2022,"OSP",8,"bluti",128,"140",140,3
2022,"SPD",1,"bluti",134,"146",146,4
2022,"SPD",2,"bluti",130,"142",142,-999
2022,"SPD",3,"",NA,"",NA,NA
2022,"SPD",4,"bluti",136,"150",150,3
2022,"SPD",5,"bluti",132,"142",142,0
2022,"SPD",6,"",NA,"",NA,NA
2022,"SPD",7,"",NA,"",NA,NA
2022,"SPD",8,"bluti",130,"140",140,7
2022,"DOR",1,"",NA,"",NA,NA
2022,"DOR",2,"bluti",NA,"",NA,NA
2022,"DOR",3,"",NA,"",NA,NA
2022,"DOR",4,"bluti",130,"142",142,6
2022,"DOR",5,"",NA,"",NA,NA
2022,"DOR",6,"bluti",130,"141",142,6
2023,"EDI",1,"bluti",118,"132",132,6
2023,"EDI",2,"bluti",120,"134",134,6
2023,"EDI",3,"bluti",122,"136",136,8
2023,"EDI",4,"bluti",124,"",NA,NA
2023,"EDI",5,"bluti",120,"133",134,7
2023,"EDI",6,"bluti",122,"135",136,6
2023,"EDI",7,"bluti",122,"134",134,4
2023,"EDI",8,"bluti",124,"",NA,NA
2023,"RSY",1,"bluti",129,"141",141,6
2023,"RSY",2,"",NA,"",NA,NA
2023,"RSY",3,"",NA,"",NA,NA
2023,"RSY",4,"bluti",129,"",NA,NA
2023,"RSY",5,"",NA,"",NA,NA
2023,"RSY",6,"bluti",127,"139",139,0
2023,"RSY",7,"bluti",127,"139",139,0
2023,"RSY",8,"",NA,"",NA,NA
2023,"FOF",1,"bluti",125,"137",137,9
2023,"FOF",2,"bluti",129,"141",141,8
2023,"FOF",3,"bluti",123,"135",135,6
2023,"FOF",4,"bluti",127,"137",137,7
2023,"FOF",5,"bluti",121,"133",133,8
2023,"FOF",6,"bluti",123,"135",135,7
2023,"FOF",7,"bluti",121,"135",135,5
2023,"FOF",8,"bluti",121,"",NA,0
2023,"BAD",1,"bluti",144,"150",154,1
2023,"BAD",2,"bluti",126,"138",138,7
2023,"BAD",3,"bluti",132,"144",144,8
2023,"BAD",4,"bluti",126,"140",144,1
2023,"BAD",5,"bluti",126,"138",138,6
2023,"BAD",6,"bluti",126,"138",138,9
2023,"LVN",1,"",NA,"",NA,NA
2023,"LVN",2,"bluti",127,"140",141,6
2023,"LVN",3,"bluti",127,"137",137,6
2023,"LVN",4,"bluti",131,"143",143,1
2023,"LVN",5,"bluti",131,"143",143,7
2023,"LVN",6,"bluti",127,"136",137,7
2023,"LVN",7,"bluti",127,"139",139,8
2023,"LVN",8,"bluti",125,"137",137,9
2023,"DOW",1,"bluti",126,"138",138,6
2023,"DOW",2,"bluti",128,"142",142,3
2023,"DOW",3,"bluti",128,"140",140,7
2023,"DOW",4,"bluti",122,"134",134,7
2023,"DOW",5,"bluti",128,"142",142,6
2023,"DOW",6,"bluti",130,"141",142,4
2023,"DOW",7,"bluti",118,"132",132,5
2023,"DOW",8,"bluti",134,"148",148,0
2023,"GLF",1,"",NA,"",NA,NA
2023,"GLF",2,"bluti",128,"140",140,2
2023,"GLF",3,"bluti",136,"",NA,NA
2023,"GLF",4,"",NA,"",NA,NA
2023,"GLF",5,"bluti",128,"142",142,7
2023,"GLF",6,"bluti",126,"139",140,5
2023,"GLF",7,"bluti",128,"142",142,6
2023,"GLF",8,"",NA,"",NA,NA
2023,"SER",1,"bluti",122,"134",134,8
2023,"SER",2,"bluti",126,"137",138,11
2023,"SER",3,"bluti",118,"131",132,9
2023,"SER",4,"bluti",124,"133",134,7
2023,"SER",5,"bluti",116,"129",130,0
2023,"SER",6,"bluti",122,"134",134,9
2023,"SER",7,"bluti",122,"134",134,10
2023,"SER",8,"bluti",148,"162",162,2
2023,"MCH",1,"bluti",131,"143",143,8
2023,"MCH",2,"bluti",139,"152",153,5
2023,"MCH",3,"bluti",129,"139",139,6
2023,"MCH",4,"bluti",127,"139",139,7
2023,"MCH",5,"bluti",129,"141",141,3
2023,"MCH",6,"bluti",127,"139",139,11
2023,"PTH",1,"bluti",123,"135",135,9
2023,"PTH",2,"bluti",127,"139",139,8
2023,"PTH",3,"bluti",117,"131",131,5
2023,"PTH",4,"bluti",127,"137",137,4
2023,"PTH",5,"bluti",127,"139",139,0
2023,"PTH",6,"bluti",127,"138",139,10
2023,"PTH",7,"bluti",133,"143",143,0
2023,"PTH",8,"bluti",131,"143",143,-999
2023,"STY",1,"",NA,"",NA,NA
2023,"STY",2,"bluti",124,"138",138,9
2023,"STY",3,"bluti",122,"135",136,9
2023,"STY",4,"bluti",124,"135",136,10
2023,"STY",5,"",NA,"",NA,NA
2023,"STY",6,"bluti",130,"144",144,7
2023,"STY",7,"",NA,"",NA,NA
2023,"STY",8,"",NA,"",NA,NA
2023,"BIR",1,"bluti",129,"141",141,4
2023,"BIR",2,"bluti",139,"151",151,7
2023,"BIR",3,"bluti",131,"143",143,5
2023,"BIR",4,"",NA,"",NA,NA
2023,"BIR",5,"",NA,"",NA,NA
2023,"BIR",6,"",NA,"",NA,NA
2023,"BIR",7,"bluti",139,"153",153,5
2023,"BIR",8,"coati",141,"",NA,NA
2023,"DUN",1,"",NA,"",NA,NA
2023,"DUN",2,"bluti",143,"152",154,6
2023,"DUN",3,"",NA,"",NA,NA
2023,"DUN",4,"",NA,"",NA,NA
2023,"DUN",5,"bluti",136,"146",148,5
2023,"DUN",6,"",NA,"",NA,NA
2023,"DUN",7,"",NA,"",NA,NA
2023,"DUN",8,"",NA,"",NA,NA
2023,"BLG",1,"bluti",127,"141",141,8
2023,"BLG",2,"bluti",123,"136",137,10
2023,"BLG",3,"bluti",129,"143",143,8
2023,"BLG",4,"bluti",127,"137",137,7
2023,"BLG",5,"bluti",129,"142",143,4
2023,"BLG",6,"bluti",129,"143",143,6
2023,"BLG",7,"bluti",119,"131",131,9
2023,"BLG",8,"bluti",133,"143",143,9
2023,"PIT",1,"bluti",130,"143",144,9
2023,"PIT",2,"bluti",134,"146",146,8
2023,"PIT",3,"bluti",136,"147",148,3
2023,"PIT",4,"bluti",134,"147",148,6
2023,"PIT",5,"bluti",136,"150",150,7
2023,"PIT",6,"bluti",134,"147",148,7
2023,"PIT",7,"bluti",130,"144",144,7
2023,"PIT",8,"bluti",134,"146",146,5
2023,"KCK",1,"bluti",132,"144",144,8
2023,"KCK",2,"",NA,"",NA,NA
2023,"KCK",3,"bluti",132,"146",146,3
2023,"KCK",4,"bluti",130,"141",142,6
2023,"KCK",5,"bluti",130,"144",144,4
2023,"KCK",6,"bluti",130,"143",144,6
2023,"KCK",7,"",NA,"",NA,NA
2023,"KCK",8,"bluti",130,"144",144,8
2023,"KCZ",1,"bluti",136,"149",150,7
2023,"KCZ",2,"",NA,"",NA,NA
2023,"KCZ",3,"bluti",138,"150",150,8
2023,"KCZ",4,"bluti",140,"152",152,0
2023,"KCZ",5,"bluti",134,"",NA,NA
2023,"KCZ",6,"",NA,"",NA,NA
2023,"KCZ",7,"bluti",134,"148",148,6
2023,"KCZ",8,"bluti",138,"151",152,3
2023,"BLA",1,"bluti",131,"145",145,2
2023,"BLA",2,"bluti",133,"145",145,7
2023,"BLA",3,"",NA,"",NA,NA
2023,"BLA",4,"",NA,"",NA,NA
2023,"BLA",5,"bluti",139,"156",157,0
2023,"BLA",6,"bluti",131,"143",143,6
2023,"BLA",7,"bluti",127,"141",141,8
2023,"BLA",8,"",NA,"",NA,NA
2023,"CAL",1,"bluti",126,"136",136,2
2023,"CAL",2,"",NA,"",NA,NA
2023,"CAL",3,"bluti",146,"158",158,4
2023,"CAL",4,"bluti",132,"146",146,6
2023,"CAL",5,"bluti",132,"146",146,9
2023,"CAL",6,"",NA,"",NA,NA
2023,"CAL",7,"",NA,"",NA,NA
2023,"CAL",8,"",NA,"",NA,NA
2023,"DNM",1,"bluti",129,"143",143,7
2023,"DNM",2,"bluti",133,"145",145,7
2023,"DNM",3,"bluti",143,"157",157,0
2023,"DNM",4,"bluti",131,"145",145,8
2023,"DNM",5,"bluti",129,"143",143,5
2023,"DNM",6,"",NA,"",NA,NA
2023,"DNM",7,"",NA,"",NA,NA
2023,"DNM",8,"bluti",127,"141",141,8
2023,"DNC",2,"bluti",127,"141",141,9
2023,"DNC",3,"",NA,"",NA,NA
2023,"DNC",4,"bluti",139,"151",151,7
2023,"DNC",5,"",NA,"",NA,NA
2023,"DNC",6,"bluti",123,"138",139,10
2023,"DNC",7,"",NA,"",NA,NA
2023,"DNC",8,"",NA,"",NA,NA
2023,"DNC",9,"",NA,"",NA,NA
2023,"DNS",1,"bluti",131,"145",145,5
2023,"DNS",2,"",NA,"",NA,NA
2023,"DNS",3,"",NA,"",NA,NA
2023,"DNS",4,"bluti",137,"149",149,7
2023,"DLW",1,"bluti",134,"144",146,8
2023,"DLW",2,"",NA,"",NA,NA
2023,"DLW",3,"",NA,"",NA,NA
2023,"DLW",4,"",NA,"",NA,NA
2023,"DLW",5,"",NA,"",NA,NA
2023,"DLW",6,"",NA,"",NA,NA
2023,"CRU",1,"bluti",134,"146",146,6
2023,"CRU",2,"",NA,"",NA,NA
2023,"CRU",3,"bluti",138,"150",150,6
2023,"CRU",4,"bluti",134,"147",148,7
2023,"CRU",5,"",NA,"",NA,NA
2023,"CRU",6,"",NA,"",NA,NA
2023,"CRU",7,"",NA,"",NA,NA
2023,"CRU",8,"",NA,"",NA,NA
2023,"NEW",1,"bluti",130,"143",144,6
2023,"NEW",2,"bluti",132,"146",146,7
2023,"NEW",3,"bluti",126,"136",136,6
2023,"NEW",4,"",NA,"",NA,NA
2023,"NEW",5,"bluti",132,"144",144,7
2023,"NEW",6,"bluti",134,"144",144,7
2023,"NEW",7,"bluti",134,"144",144,4
2023,"NEW",8,"bluti",132,"144",144,7
2023,"HWP",1,"bluti",NA,"",144,7
2023,"HWP",2,"bluti",NA,"",144,5
2023,"HWP",3,"",NA,"",NA,NA
2023,"HWP",4,"",NA,"",NA,NA
2023,"HWP",5,"",NA,"",NA,NA
2023,"HWP",6,"bluti",NA,"",144,8
2023,"HWP",7,"coati",NA,"",NA,NA
2023,"HWP",8,"bluti",NA,"",150,8
2023,"INS",1,"",NA,"",NA,NA
2023,"INS",2,"",NA,"",NA,NA
2023,"INS",3,"bluti",NA,"",NA,NA
2023,"INS",4,"bluti",NA,"",144,5
2023,"INS",5,"bluti",NA,"",156,3
2023,"INS",6,"",NA,"",NA,NA
2023,"INS",7,"bluti",NA,"",NA,NA
2023,"INS",8,"",NA,"",NA,NA
2023,"FSH",1,"bluti",NA,"",150,6
2023,"FSH",2,"bluti",NA,"",156,7
2023,"FSH",3,"bluti",NA,"",150,7
2023,"FSH",4,"bluti",NA,"",156,7
2023,"FSH",5,"bluti",NA,"",150,7
2023,"FSH",6,"bluti",NA,"",150,7
2023,"FSH",7,"",NA,"",NA,NA
2023,"FSH",8,"bluti",NA,"",150,5
2023,"RTH",1,"bluti",NA,"",144,7
